full_text,sentimen
poko insayaaallah ubah baswedan presiden wakil presiden kumasayaa alloh rabbal all poko,positif
yaaaa lo siapa ko tahu jadi sangka rencana busuk balas dendam si orng yajilat terus sapa tahu jadi mentrinanem singkong aja gagal eeh mau ngurus negaramikir dong e otak,positif
ditanyain food estate jawab langsung masuk penjara,positif
pada panik hingga ngomognya di tersagkaksn koripsinya,positif
itu benar mereka sdh laku mufakat jahatkarena sdh siap kasus bagai pilpres jadi tersangkapasti dalang,positif
alhamdulillah kalau semang saya tetap dukung inshaa allah lebih amanah menang aamiin yaa allah yaa robball aalamiin,positif
rasayaid baswedan iskandar presiden ri 1 an robbalal,positif
hari raya makan ketupat jangan lupa ai tumis kalo indonesia mau hebat pasti pilih hari raya hari bahagia kite semua saling maafin kalo indonesia mau jaya pilih anies,positif
ramal fahri pilpres jadi sangka nama baswedan lskandar politis saja ramal nasib politis lain tak perlu laknat segalatoh anies lmin politis biasa dg urus hukumbukan nabi malaikatbiasa wae,positif
smg balik kpada die sangt mmbenci cakimin sprt ketua kpk aamiin smg semua akn padaa waqtuy biarlh anjing gonggong kafilah lalu biar kn sja apa kata kt doakn sj smg alloh maha kuasa memberikn baik pasngn no 01,positif
gera indonesia sama,positif
satu nusa setu bangsa satu bahasa semua pilih no 1 untk adil perata makmur untk semua,positif
lagi kerja brurrr urus negara daerah nah ente tebar pesona janji palsu doang heran percaya ancurrrr janji buta,negatif
pemuda rakyat coblos,positif
model begini nih bikin ilfeel sama capres bukan orang miskin cuy e segala sawer bikin males milih aja e acara begini,positif
masayaa allah moga p dapat menang,positif
pada nyoblos sudah pimpin jateng 2 priode gak hasil mending 01 salam akal waras,positif
pilih aja 01,positif
masayaa alloh doa moga baswedan jadi presiden 2024yukk akhh kan aja pirsa,positif
saya orang jabr blm prnh tuh d suvei ttp pilihankuuu titik,positif
abah jadi panutan masayaarakatdimanpun beliau ada beliau selalu jadi panutan semua agamarasetnis golong salam ubah akal sehat orang cerdas waras pilih,positif
orang cerdas waras pilih salam ubah akal sehat,positif
allah nadzar aku moga paslon 01 menang milu 2024 aku puasa seninkamis lama tahun penuh insayaaallah moga allah meridhoi allah,positif
aamiinudah pintarcerdaspunya banyak gagasanpendidikannya nyatapenghargaannya banyak hasil kerjanyaibadahnya taatpokoknya pimpin idam selalu hati,positif
anugerah untuk rakyat indonesia,positif
kan emg netral anj klo cantik terus pecat emg nya emg 02 ga bener orang orangya mending pilih oke gas oke gas lah paling pas sorry yeeeeeeeee nih sengol dong,positif
yaa insayaaallah ubah baswedan bakal lebih baik rabbal all,positif
mantap jawabarat 60 coblos no 1,positif
alhamdulillahrakyaat cerdas pilih number one,positif
makin marak gelar dukung,positif
jngan lupa coblos 01,positif
okeh siap menagkan 01 1 putar kalhkan 02 biar masuk penjara samua betul gak tum,positif
lagi aku ingat drama mk mk mk kok krn siapa terima manfaat ya saya keluarga 2x pilih untuk tahun pilih no 1 aja,positif
drama mk akhir beri istimewa kpada pribadi bukan kpada generasi muda umum sekalipun mk mk senggol sang paman drama tetap lekat hati anak bangsa ingin demokrasi saya keluarga 2x pilih untuk tahun pilih,positif
siaah jaga moral manakala kuasa jalan etika kaum agamawan lalu bagaimana sang agamawan justru ada cengkraman kuasa sendiri dukung baswedan iskandar sama arti cegah negeri jatuh sesat,positif
manusia bisa usaha allah tentu moga pilpres jalan jurdil luber ba baswedan ba iskandar pimpin ri 24 29 adil sosial seluruh rakyat indonesia aamiin,positif
siap menang,positif
01 ubah indonesia lebih baik,positif
jangan lupa coblos no 01 bp amp bp,positif
moga baswedan iskandar sehat selalu allah meridhoi pimpin indonesia depan lbh baik,positif
bodo sama hoak penting oke gas oke gas lah paling pas sorry yeeeeeeeee nih sengol dong,positif
1 putar,positif
bismillah doa moga baswedan jadi presiden 2024,positif
ga lawan emg oke gas oke gas lah paling pas sorry yeeeeeeeee nih sengol dong,positif
bismillahinsayaaallah ubah baswedan presiden wakil presiden ku rabbal all,positif
insayaaa alloh g mimpi orang baik pilih pimpin baik orang waras pilih pimpin waras orang cerdas pilih pimpin cerdas insayaaa alloh jawab nya smg semua akn waqtuy aamiin kl luh suka capres mu doaknlh baik capres mu gmpngkn,positif
asli video ponakan rentap buat lebih istimewa karena orang muda pro ubah keba ngga sih kelak pimpin republik 62 kreatifitas kaum muda ubah makin tumbuh subur itu bagus indonesia,positif
rakyat gak mau kamu arah rakyat lebih percaya,positif
oke gas oke gas lah paling pas sorry yeeeeeeeee nih sengol dong,positif
aku kasih sarah lagu biar cepet viral nih lirik oke gas oke gas lah paling pas sorry yeeeeeeeee nih sengol dong,positif
maling teriak maling sumpah kmi rakyt kecil sdh cukup mendukng 2014 2019 skrng waqtuy perubahn indonesia jauh lbih baik lbih barkeadiln lbih damai kmi titip kn kmi percayakn kpada pasangn 01 smg 01 menang d peopinsi aamiin,positif
dukung 01 apabila takdir nya 01 kalah putar pertama lanjut tarung lawan 02 akan dukung asal jgn 02 amit amit tuhanbegitupun balik nya teman para 03 kalo 01 lanjut dukung,positif
smg menang mutlak d propinsi aamiin smg semua akn padaa waqtuy aamiin,positif
enak aja harom haram asal jeplak gegara golputah hrus milih 01 semua umt islmitu hakya masing2 pkb sudh pecahgus curi partai dri presiden gusdurjikalu indonesia pimpin indonesia ga imbang,negatif
20142019 saya sllu ajak keluarga pilih 2024 bismillah ajak klrg pilih gus,positif
kiyai kok ngomongnya gitu masak gak tahu beda sama amiin arti lain ngapain nyalahkan,positif
sudah jadi buktibetapa licik nya panik paslon sebelahmasayaa allah moga allah meridhoi makin berat uji nya makin yakin pilih ku,positif
lebih percaya cak imin kpk kpk cuma perintah mukidi ayo rakyat bangkit gerak kalah mukidi menang jadi presiden indonesia 2024,positif
cuma tum aja gpp lebih percaya jadi presiden indonesia,positif
maap rakyat akan dukung mu wo rakyat lebih percaya coblos indonesia adil makmur,positif
baswedan iskandar pimpin masa depan karakter integritas intelektual bijak bas skala prioritas,positif
lah tetap pilih baswedan iskandar beliau dua adalah pimpin masa depan bangun bas skala prioritas,positif
urang awak cerdas banak pilih,positif
01 x1 putar insayaaallah,positif
cuplik video lihat saat orang2 tuluz sedang doa untuk amp,positif
aamiinkami bisa mendoakansemoga kampanye akhir allah lancar ada menghalang2ngidan ramai lindung allah aamiin,positif
bingung buat cak imin mending menang ikut arah tum prof join kabinet menteri,positif
sehat selalu dah tokoh2 bangsa dukung perubahandan selalu dalm lindung allah,positif
allohuakbar moga maha kuasa beri sempat baswedan iskandar bagi president wakil presiden akan bawa ubah lebih baik negara indonesian cinta,positif
yok pilih allahh,positif
cari sosok pimpin sidiq amanah tablig fathonahinsayaallah pasang,positif
siap kapten rakyat dukung rasayaid baswedan iskandar presiden ri 2024 menang menang menang,positif
bukan dukung selesai doa selalu ucap aamiin mmg apa masalah bagi ptg pilih,positif
menang si,positif
dengan ratus juta rakyat indonesia tidak pernah survei lembaga survei pilih,positif
keren si abah indonesia emas tang,positif
tang tepat tahun 2024 indonesia jadi negara emas gasss,positif
mashallah 01 inshallah rb presiden ri 2024 iskandar cawapres nya,positif
pokok bilang pasang kalah tidak guna dukung pasang saya harap semua tetap semangat yaah jangan takut jangan khawatir tetap yakin sungguh itu sedang takut mereka tahu menang,positif
insayaaallah diridhoi allah swt pimpin indonesia,positif
kok selalu membludak makanya survei rendah maa sayaaa allah moga pilpres jalan jurdil luber ba baswedan ba iskandar pimpin ri 24 29 adil sosial seluruh rakyat indonesia aamiin,positif
betul nomor 01 paling cinta tak dar suka,positif
poros buruh provinsi banten gelar senam sehat deklarasi dukung iskandar,positif
saya pilih krn sayaa tahu btul d antra capres baik d antra baik saya hakqul yqn lh jawabanya jd indonesia lbih baik lbih maju dn berkeadilin smg semua akn padaa waqtunya aamiin smg menang d propinsi aamiin,positif
bismillah untuk ubah indonesia lebih adil sejahtera,positif
moga a pohan suami mertua ipar hadir lantik presiden baswedan iskandar,positif
kalo cowo abdul bagus,positif
jabar pilih no1 insayaa allah jadi menang pilpres,positif
bismillahsemoga pasang jadi presiden bawa ubah arah lebih baik indonesia,positif
terima kasih atas sara tetap pilih paslon capres cawapres no 1 baswedan iskandar tgl 14 februari 2024,positif
jangan hujat paimin kayak gin dong gak etis gak sopan nunjukin foto dinyinyirin bar bar mbak,positif
insayaaallah mudah mudah allah mudah kan jalan baswedan iskandar laju singgasana presiden wakil presiden 2024,positif
kalu tgl 14 feb menang kelompok ente tidak berisik kan kasihan tahu,positif
malu utara butuh ubah pasang,positif
fokus moga abah sehat selalu dalam lindung allah swt,positif
hadir resolusi indonesia,positif
baswedan presiden ri 2024 gera rakyat bawah uang muak dgn cawe2 mukidi ini siap menang tuju indonesia adil makmur,positif
aamiin yaa allah jaga gus rombong selalu ikan sehat jauh segala bahayaaamiin,positif
buah sawo buah manggis dulu sekarang iskandar,positif
terus capres mana kabul semua janji kampanye nya ngak ada menuhin 100 rasional aja enggak gua milih orang baik jadi imam shalat ngaji satu apa amp cak iskandar pikir buat bangsa gue tuju sih,positif
tenang 80 guru asn p3k honorer dukung pilih nyaa a m i n n n n,positif
mudah mudah thn 2024 punya persiden amanah pa baswedan insayaa allah menang harus ubah,positif
fitnah akhir zaman nyata ada moga paslon 01 jauh fitnah akhir zaman,positif
keren moga semua kabupatenkota dijateng dukung nunya,positif
iskandar tegas tiap tindak publik selaras nilainilai moral norma laku masayaarakat,positif
mangan iwak asin campur ketupat pilih paling tepat,positif
saat indonesia aku dunia internasional dari semua kandidat paslon satu bisa laku nomor satu,positif
maksud amp,positif
menang pasang capres no1 baswedan iskandar aamiin,positif
moga pilpres jalan jurdil luber ba baswedan ba iskandar pimpin ri 24 29 adil sosial seluruh rakyat indonesia aamiin,positif
tetap juang buat ubah lebih baikdan nilai pasang tepat salam perjuanagan ubah indonesia lebih baik aamiin,positif
bosan liat sama,negatif
lawan juta rakyat dukung,positif
bismillah allohummasolialasayyidina muhamad swa smg pasangn alloh ridhoitakdirkan menang mutlak dmi indonesia lbih baik dn berkeadiln kemakumrn kdemaian slurh rkyt indonesia dr sbng sampe maroke aamiin aamiin aamiin,positif
aamiin smg alloh takdirkn psngn menang d propinsi aamiin,positif
bismillah moga allah gera hati si om tuk kasih kaos nya buat saya moga allah gera hati rakyat indonesia tuk pilih presiden nomor urut satu baswedan amp aamiinnn rabbal aalaaamiiinn,positif
untung aja jadi cawapres kalau ahy jadi cawapres anies di pasti 01 hancur,positif
pilih 01 pilih saudara ku,positif
seniman satu dukung pasang capres no1 baswedan amp iskandar,positif
emang abah pilih baik,positif
siap menang 14 februari datang,positif
deg an n spot jantung kalo menang krn sebut nazarudin x bendahara demokrat,positif
allah jadi lah pimpin jadi beliau beliau persiden wapres indonesia amiiin,positif
tim cermat amat gera dan pintar ubah jadi untung maksud tim bagus bgt,positif
allah menang pasang capres no1 baswedan iskandar pilpres 14 februari 2024 aamiin,positif
ubah untuk indonesia,positif
moga opung beri umur panjang bisa hadir lantik presiden wakil presiden baswedan iskandar aamiin,positif
palembang siap menang,positif
welcome to palembang mas palembang siap menang,positif
siap satu baris untuk menang,positif
sambut luar biasa ternate jadi satu antusiasme semangat ubah dukung selalu ubah indonesia lebih maju,positif
yakin banget paslon 01 wujud harap warga sumsel,positif
sini sering jadi moga presiden 2024 01 beri rasa aman warga angkut barang,positif
tahun naga kayu tahun untung dn tahun juga pengsuinya akana da tolong langit nya ada pimpin baru,positif
saya keluarga pilih no 1 krn cerdas tampan junjung tinggi etika demokrasi saya keluarga 2x pilih untuk tahun pilih dong,positif
moga th 2024 2029 enak,positif
saya keluarga pilih no 1 krn ingin ubah masa depan anak cucu,positif
saya keluarga 2x pilih tahun pilih no 1 krn drama mk mk mk butuh orang pimpin junjung tinggi etika demokrasi punya komitmen untuk ubah anak cucu kami,positif
milih ek akal sehat milih,positif
warga palembang membludak saksi sosok pimpin diidamidamkan rakyatitulah,positif
mudahmudahan allah swt beri sehat lindung kita semua bpk baswedan iskandar rangka jalan tugas calon pimpin negara kita cinta jauh fitnah nya manusia munafiqun dan manusia serakah,positif
keren sa saya tdk pilih ps krn saya keluarga 2x pilih untuk tahun pilih no 1 ingin ubah anak cucu agar negri milik pimpin junjung tinggi etika demokrasi,positif
pimpin milik karakter baik ya pasang,positif
orang2 makmur kumpul sama orang makmur kita2 rakyat kecil sama abah moga kita2 dapat rasa makmur mereka bulat tekat 2024 untuk ubah sama,positif
jahannam cara allah swt menang,positif
mantap siap dukung,positif
kmi ttp 01 krn 01 capres baik d antra baik smg alloh ridhoitakdirkn menang aamiin smg semua akn padaa waqtunya aamiin,positif
luhut benar krn cuman ngak bohong publik,positif
subhanallah luar biasa,positif
aamiin rabbal aalamiin in sayaaa alloh pa pa lantik jadi presiden ri sejak 2024,positif
gw selalu doa tiap giat ibadah gw titip doa buat buat jadi presiden biar demokrasi seperti mula,positif
alhamdulillah alhamdulillah alhamdulillah juang juang baik semangat allah tolong lindung indonesia no 1 aamiin allah baik indonesia,positif
beda ahlak pilih ahlak baik pilih rasayaid baswedan iskandar,positif
all in indonesia kitaaa,positif
siaaap opung saya kasih nilai 100 nggak pilih pimpin lihat pintar gak berkharakter pilih pimpin memang benar benar pintar berkharakter sesuai anjur opung doain menang opung,positif
oke opung 100 nggak pilih pimpin lihat pintar pilih pimpin memang benar benar pintar pung doain menang opung,positif
hati hati lo 40 kota indonesia disuriahkan rekrut isis kalang nu muhammadiyah indonesia jadi cekam di bawah tekan us islam radikal khilafah di hidup dr warga sekarang jadi tani,negatif
surva survesurva surveanda tahu 2019 saya dukung apa kt p siapa bayar dia survei teratassemoga jd presiden 2024 kisah nabi ibrahimjadilah burung pipit jgn jadi cicak krn semua tanggung jawab akhirat,positif
betapa takut benci para orang orang dholim moga allah lindung ba baswedan ba iskandar orangorang dholim aamiin,positif
makin yaqin gk milih no 01 cak imin janji gak realistis omong nge blunder terus gk benernya 1 janji bbm gratis 2 6 juta untuk ibu hamil 3 damai palestina israil 4 lima milyar per desa 5 buat 40 kota baru level jakarta 6 hoax semua,negatif
calegnya serah penting presidenbya,positif
manusia bisa usaha allah tentu moga pilpres jalan jurdil luber ba baswedan ba iskandar pimpin ri 24 29 adil sosial seluruh rakyat indonesia allahumma sholli alaa saidinaa muhammad aamiin,positif
barokallah moga indonesia punya pimpin amp wakil pimpin baswedan amp iskandar untuk semua golong rakyat asli ubah nomor plinplan,positif
dukung pembagunan nasional asas adil,positif
ubah,positif
yakin gus basweda bawa ubah,positif
saya keluarga pilih no 1 krn ingin ubah anak cucu pernah saya keluarga 2x pilih untuk tahun pilih,positif
tentu wakanda nomor 1 donk amp abah cak imin,positif
tuju ubah lebih baik sama 2024,positif
moga calon presiden amp beri kuat sabar hadap tantang hadap lama masa kampanye pimpin,positif
moga allah meridhoi baswedan iskandar pimpin negeri dengan adil amanah,positif
negara di urus azas adil tuju ubah amiinn yra,positif
pasang tuju ubah amiinn yra,positif
perlu pimpin adil memang wujud untuk masayaarakat bawah garis kemiskinann,positif
laku ubah indonesia,positif
top markotop top dah pokoke,positif
hidup rakyat hidup aja dulu,positif
indonesia butuh ubah indonesia makmur masayaarakat sejahtera,positif
pilih berkah amanah indonesia maju rakyat sejahtera,positif
tuh jelas siapa mulai main sinetron bilang museum di kelola tni si agus ketua tkd yogya mau diskredit tni,positif
hilir industri mah duh gimana bangsa indonesia wes lah in aja ubah indonesia lebih baik sama 01 insayaaallah menang,positif
yakin sama indonesia makin baik baik kan deh,positif
siap tuju ubah indonesia lebih baik menang,positif
gus mantap pasang sangat capres,positif
gus luar biasa,positif
gus mantap indonesia ubah,positif
negara korporasi 2024,positif
zona tapal kuda siap awal pasang,positif
indonesia butuh ubah bawa pimpin,positif
ayo pilih,positif
pilih masayaarakat sejahtera,positif
doa moga dukung 01 nnt anak baswedan dukung 02 anak dukung 03 anak aamiin,positif
aammmiiin mudah mudah 01 ba baswedan ba iskandar izin alloh swt untuk mnjdi pimpin nkri,positif
ba bpk ba presiden indonesia bela tanah air presiden 2024aamiin,positif
cocapten 5 azrul tanjungwasekjen muiorang aniesketu rawan garda matahari dukung cocaten 6nasirul mahasinpemimpin ponpes narukan rembangorang nu jadi sponsor jdi cawapres,positif
saya keluarga 2x pilih untuk tahun pilih no 1 krn keluarga ingin ubah anak cucu,positif
justru mental samun sedang mental provokator lihat jelas debat capres cawapres,positif
aku terkadang ingat mk mk mk dar ingat saya serta keluarga 2x pilih untuk tahun pilih no 1 krn ingin pimpin junjung tinggi etika ingin ubah,positif
alhamdulillah moga jadi presiden,positif
hayu semua pilih anies dah emang paling bener milih,positif
walaupun gk jatuh lawan ttp gagas all in,positif
hadir resolusi indonesia no1 pksnomor8,positif
emang paling bener milih pimpin udah bukti kerja,positif
baik nya banyak banyak kampanye jateng jatim basis pilih banyak di propinsi sebut,positif
01 cerdas religius bukti krjanya,positif
masayaa allah barakallah fiikum insayaa allah jadi presiden wakil presiden aamiin rabbal al,positif
01 rasayaid baswedan iskandar,positif
arti cukup dg coba buka hati pikir cek rekam jejak mudah2an ubah makin terang benderang selamat songsong ubah dg sambut calon presiden 2024,positif
aamiin kabuuul,positif
itu umat nabi muhammadbeliau nabi waktu esa tuhanallah banyak sekali rintanganya sungguh sabar beliau sukses saat aja dimikian baswedanamp gus iskandardiridhoi allah,positif
kt doakn baik bangsa smg gusti alloh maha kuasa memberikn pimpin baik alloh swt smg baik akhlaky baik agamay baik ucapanya aamiin smg padaa psngn aamiin,positif
sama udah bawa tumbler sendiri botol plastik ain sama panitia med gausah angkat2 hal2 receh kyk gtu,positif
barakallah sehat selalu amp gus doa serta juang kalian aamiin,positif
pasang tata ulang indonesia sehat selalu buat amp gus,positif
waktu sama rendah paslon 2 apa komentar gin ya,positif
capres 01 pasang sangat kom,positif
insayaaallah moga allah subhanahu wa taalla meridhoi juang pa pa jadi presiden wakil presiden indonesia aamiin,positif
cocok jadi presiden 2024 cuma amp gus,positif
sory yeeee keluarga besar niat ikhlas tanggal 14 februari 2024 pilih dan,positif
pandang sosok orang ayom bagai suku anakbangsa,positif
pasang akan bawa indonesia adil makmur semua,positif
smg alloh ganti dengn kemenangn mutlak pasangn aamiin,positif
benar menang,positif
frans imanuel t saragih amat komunikasi politik pasang capres no1 baswedan amp iskandar,positif
khusus ingin hadir acara kampanye akhir capres baik nya serta singgah dulu gbk ambil transfor nya sekali makan gratis anda gerak laju stadium jis dengar materi visi misi terkhir capres,positif
mantap ustadz titip dukung pasang usa moga tetap istiqomah dukung juang moga 60 persen masayaarakat usa pilih pasang ubah lebih baik nanti presiden bisa pidato di pbb,positif
best speaker in my opinion debat capres cawapres 2024 debat debat z debat debat debat worst speaker debat debat debat 3 debat 4,positif
pilih,positif
ikhlas hati pilih dsn doa paslon no urut 1 insayaa allah menang,positif
70 sumatera tuk,positif
tuju fadlizon debat 3 olok hina ndak paham etika debat tadi malam mahpud 1 kelas bawah,positif
momen haru usai debat peluk,negatif
aammiiinnn3x allohumma aammmiiin robbal aal smoga ba kabulkn allah swt untuk mnjdi pimpin nkri,positif
harap lulus senayan jadi saat lantik jadi presiden wapres tetap oposisi jadi check and balancing untuk bijak buat gus,positif
ga masuk putar keduaputaran dua,positif
moga jadi sahabat sejati sama sama maju bangsa lebih baik tetap jadi sahabat solid jangan meluan buah janji ku titip harap ku bangsa kepada 14 feb 2024 insayaa allah makin mantap hati,positif
mohon maaf uda kali kita beda pilih no 1 baswedan,positif
betul sekali satu putar,positif
seomga bawah pimpin gus rakyat tambah sejahtera,positif
ha ha ibarat lo gak mutu coba lo beri mutu saya keluarga 2x pilih untuk tahun pilih no 1,positif
betul lihat kondisi lapang ini insayaa allah satu putar menang no 1,positif
tadi gua alih dukung liat jawab ngawur jawab prof sesuai kapasitas profesor akhir gua putus tetap pilih tunjuk orang cocok pimpin,positif
salam dgn abah bandara hang nadim kota batam sangat adem ada getar yakin dri lubuk hti sayaa antar presiden 2024 yaa mujibassaailiiinputaran,negatif
indonesia forever,positif
safi diskon lumayan banget dong flash sale shopee debat capres cawapres cak imin baswedan,positif
adab etika z tak harus etika,negatif
etika duluan serang balik marah2,negatif
pilih jelas,negatif
maju terus tata lingkung lanjut,positif
krna itu fokus pk ga arah si ibu liat aja tuh mrka lg liatin dn mau sal orang kpu pas ngeh si ibu udah diri,positif
bang udah bang lu menang keren hehe cuma bang mau ngasih info aja bang barang kali abg dukung orang cerdas dalam debat ada menang kalah bang ada debat beri lerspektif capres cawapres masayaarakat,positif
yaa allah yaa rabb kabul doa harap rakyat indonesia bpk rasayaid baswedan sama bpk iskandar jadi nahkoda bangsa di pilpres 2024 datang yaa allah aamiin lihat video azhar qien,positif
bonding peluk erat pasca debat cawapres letup rasa haru tunjuk kita mana kom satu visi natural emosional mana kom hnya gimmick hasrat penting kolektif,positif
tuju gusdoa sama,positif
maju terus,positif
anak haram konstitusi mana faham debatlahir nya di sa pantes tdk punya adab solusi masa depan bangsa,positif
saya keluarga ingin ubah itu pilih no 1 kami pernah 2xpilih untuk tahun pilih aja,positif
saat jaga imbang alam tani nelayan,positif
anies baswedan sangat bangga tampil gus debat cawapres milu 2024,positif
ada acara debat inijadi makin yakin tidak biar abah gus juang sendiriandemi ubah lebih baikall in gt gt gt,positif
kena lepet sarung santri jadi keder kalo mau beli obat paracetamol apotik udah buka soal malem gk debat jadi apotik buka haha sehat selalu abah gus,positif
bangga sma mlm,positif
saya keluarga 2x pilih untuk tahun pilih no 1 biar ubah,positif
kini saat pimpin indonesia,positif
bangga kata sopan amp etika debat tadi laku sama gak tuh waktu debat ke3 dulu gw empet seh sama cara debat gitu mulu e istilah2 gak umum jangan cepet pundung pliisss,positif
yakin menang,positif
2024,positif
tani dapat adil atas tanah agraria hak hak adil tanah agraria orang miskin pasang baik bangsa indonesia untuk ubah,positif
statmen tutup gus debat cawapres pilpres 2024,positif
selamat baswedan amp iskandar pilih jadi presiden amp wakil presiden 2024,positif
akhir kyk liat bangga bgt sama sampe peluk gitu posisi tengah bgt alhamdulillah tingkat yaa,positif
bagus sih juga itu gua potensi besar,positif
insayaaallah01 pimpin amanah aja dulu,positif
jadi mah bikinin vidiotron mantap cimin gokil jaya jaya jaya,positif
menang bangsa indonesia,positif
29rb dapet 2 flash sale shopee debat cawapres,positif
thw best pokok,positif
moga masayaarakat di tingkat rt rw seluruh indonesia tahu pasang bawa ubah untuk semua,positif
gk jadi culik gus karna hari gus luar biasa sehat selalu gus dg,positif
makin yakin pilih no1,positif
moga pasang atas semua,positif
moga atas semua,positif
bakri hading luar biasa gus iskandar sosok pimpin masa depan bangsa indonesia maju terus,positif
lebih mungkin jalan program adil karna tokoh kuat cerdas komitmen janji,positif
ustadz faham yaa definisi sebut kata amiin singkatany masa mantan alumni pks minta jabar sih hahaha,positif
maju sama tuju ubah,positif
in sayaaa allah izin ridho allah ba jadi presiden wapres tahun 2024 2029 di baik tata baik,positif
penting menang indonesia lebih baik,positif
moga menang rakyat sejahtera utama masayaarakat tani infonesia,positif
insayaa allah presiden wapres 2024,positif
capres super komplitsaya keluarga rasa hormat pilih ba pimpin negara cinta indonesia,positif
moga 2024 presiden insayaa allah indonesia adil makmur sejahtera,positif
ntt kirim salam ubah salut sama,positif
pilih capres cawapres amanah baswedan gus iskandar,positif
bangun harus berkeadilanmari sama wujud,positif
adil rakyat di wujudkanbersama yakin bisa,positif
ga masuk putar dua masuk putar dua mafud,positif
insayaaallah cipta makmur memberika lahan perintah masayaarakat cocok tansayaaallah kabul,negatif
babat hutan tampa rencana sama aja bunuh masa depan iskandar rubah bijak pihak rakyat,positif
baswedan gus calon presiden depan penting rakayat makmur rakyat 2024,positif
adil rakyat indonesia mas baswedan gus iskandar,positif
di benah gusrubah pola kait inisaya percaya gus ahli nyasave earth,positif
cadas emak emak bisa teguh diri pilih masa kamu engak sih hidup harus ubah gaess emang mau gin gin aje,positif
singkat bosscuma kelompok kalian bikin2 kek gitunam kali kelen bodoh orangkek kelen harus pilih bushet dahsebodoh2 masih tahu mana baik negara,positif
silah sopan rakyat indonesia akan hukum sama rakyat indonesia cibir pasca debat iii,positif
pasang capres cawapres datang musisi grup band kenal tanah air dapat dukung mau tahu gimana lanjut yuk baca informasi lengkap,positif
ragu nuannya klo pilih pasang,positif
01 salam ubah,positif
iya tidak,positif
keluarga besar nu indonesia deklarasi beri dukung pasang capres no1 baswedan amp iskandar,positif
rawan jokowi kawasan senin jakarta pusat deklarasi dukung pasang baswedan amp iskandar no1,positif
puluh rawan menang capres baswedan amp iskandar geruduk rumah warga duga rusak baliho capres no1 pasang,positif
emakemak jabar deklarasi dukung pasang baswedan amp iskandar capres no1,positif
pilih tidak layak jadi capres cawapres,positif
saran koruptor hukum mati jangan d ksh ampun moga saran ini abai soal ham kena korupsi,negatif
pilih baswedan iskandarjangan pilih pasang hasil langgar,positif
tetap amiiiiinnnn,positif
aku keluarga pilih 1 krn ingin ubah,positif
nah kl gitu cocok dong kl kalian dua masuk kabinet ubah pimpin,positif
aku keluarga pilih no 1 krn ingin ubah,positif
saya keluarga 2x pilih untuk tahun pilih no 1 krn ingin ubah,positif
pwrtama berani deklarasi abah pasang gus,positif
tidak pilih sudah partisipasi selamat indonesia,positif
kasus pena videotron pasang calon presiden calon wakil presiden nomor urut 1 baswedan iskandar turun beberapa daerah buat wakil presiden ri 10 12 jusuf kalla akrab sapa jk angkat suara,negatif
