full_text,sentimen
"@msaid_didu Saya gk goblog itu fitnah murahan dan tolol, aya dan keluarga saya tetap pilih 01 Anis-Muhaimin",positif
"@liaasister Semoga ada rejeki nya utk datang ke JIS tgl 10 Aamiinn ,, klo blum ada rejeki nya doain aja semoga aman doain dr Riau aja ?? mau jadi bagian dr sejarah utk Anis Muhaimin ????????",positif
@PutraErlangga95 Insyaa alloh semua akn anis muhaimin pada waqtuy Smg alloh ridho untuk psngn 01 anis muhaimin Insyaa alloh anis menang Aamiin?????????,positif
"BERHARAP DISETIAP DAERAH BEKUMPUL NONTON BARENG MENYAKSIKAN KAMPANYE   AMIN = ANIS - MUHAIMIN  ""  DIGLORA/GEDUNG JAKARTA INTERNASIONAL STADIUM....  KEBANGAAN RAKYAT SERTA SELURUH BANGSA INDONESIA  Bagus Nya Di Viral Kan... .""",positif
"@sutanmangara BERHARAP DISETIAP DAERAH BEKUMPUL NONTON BARENG MENYAKSIKAN KAMPANYE   AMIN = ANIS - MUHAIMIN  ""  DIGLORA/GEDUNG JAKARTA INTERNASIONAL STADIUM....  KEBANGAAN RAKYAT SERTA SELURUH BANGSA INDONESIA  Bagus Nya Di Viral Kan... .""",positif
"@CNNIndonesia We lebih percaya sama 01,amiin.#anismuhaimin",positif
I don't like Ganjar-Mahfud &amp  Anies-Muhaimin,negatif
@FalishaHerawati @NenkMonica rakyat Indonesia butuh presiden yg   bertakwa Pa Anis dan Muhaimin....??????01??,positif
@mediaindonesia Pokonya Aamiin...udah pintar..cerdas..punya banyak gagasan...pendidikannya Nyata...Penghargaannya banyak dari hasil kerjanya...Ibadahnya taat...Pokoknya pemimpin idaman..komplit deh Anis Muhaimin yang selalu di hati mantap,positif
@mediaindonesia Pokonya Insyaallah perubahan pak Anis Baswedan presidenku dan pak Muhaimin wakil presiden ku..Masya alloh Amin ya rabbal allamin pokonya,positif
@yaniarsim @Fahrihamzah Yaaaa Lo siapa ko tau Anis dan Muhaimin jadi tersangka?? Rencana busuk balas dendam si orng itu ya.??????jilat terus sapa tau jadi Mentri??????.nanem singkong aja gagal eeh mau ngurus negara??????.mikir dong pake otak.,positif
@hipohan ditanyain food estate jawabannya langsung masuk penjara anis dan muhaimin,positif
@gus_dibyo Itulah pada panik. Hingga @Fahrihamzah  ngomognya Anis muhaimin  akan di tersagkaksn ada koripsinya,positif
@HukumDan @Fahrihamzah Jika itu benar maka mereka sdh melakukan permufakatan jahat.karena sdh mempersiapkan kasus dan sebagainya agar Anis dan Muhaimin setelah pilpres jadi tersangka.PASTI ADA DALANGNYA.,positif
@bengkeldodo Alhamdulillah kalau begitu semangan ya pak...saya akan tetap dukung pak anis dan pak muhaimin inshaa allah lebih amanah AMIN menang aamiin yaa allah yaa robball aalamiin??,positif
@jokowi Anis Rasyid Baswedan muhaimin Iskandar presiden RI 1 aaminn ya robbalalamin,positif
@Dian_susahLogin Hari Raya Makan Ketupat Jangan lupa pakai tumis Kalo Indonesia mau Hebat Ya pasti pilih Anis  Hari Raya hari Bahagia Kite semua saling maafin Kalo Indonesia mau berjaya Harus pilih Anies Muhaimin  ???,positif
@Malika6027 @Fahrihamzah Ramalan Fahri . Setelah pilpres yg jadi tersangka itu namanya Anis Baswedan dan Muhaimin lskandar. Politisi boleh saja meramal nasib politisi lainnya .Tak perlu melaknat segala..Toh Anies dan lmin juga politisi yg biasa dg urusan hukum.Bukan Nabi atau Malaikat.Biasa wae!,positif
@Malika6027 @Fahrihamzah Smg itu kebalik kpd die yg sangt mmbenci anis cakimin sprt ketua kpk Aamiin ????? Smg semua akn anis muhaimin pda waqtuy Biarlh anjing menggonggong kafilah berlalu biar kn sja apa kata dia Kt doakn sj smg alloh yg maha kuasa memberikn yg terbaik untuk pasngn no 01,positif
GIBRAN ??????Gerakan Indonesia Bersama ANIS MUHAIMIN https://t.co/BRVEsnIn3F,positif
Satu Nusa setu bangsa satu bahasa dan semua pilih NO 1 ANIS MUHAIMIN untk keadilan dan pemerataan kemakmuran untk semua #anismuhaimin2024 https://t.co/M8EQcFtctI,positif
"@sutanmangara Mereka lagi kerja brurrr... urus negara dan daerah, nah ente tebar pesona dan janji palsu doang. Heran... masih percaya Anis apalagi Muhaimin ancurrrr janji buta",negatif
@kompascom Kami pemuda dan rakyat akan mencoblos Anis Muhaimin atau Ganjar Mahfud,positif
@elisa_jkt @Minang_cyber @aniesbaswedan @cakimiNOW Model beginian nih yg bikin ilfeel sama capres... Anis Muhaimin itu bukan orang miskin cuy... Pake segala di sawer... Bikin males milih aja pake acara beginian,positif
Masya Allah semoga P`Anis Muhaimin mendapatkan kemenangan. AMIN ??,positif
"@HalimRudianto @Projo_Pusat Dari pada nyoblos yang sudah memimpin Jateng 2 priode gak ada hasil... Mending amin, anis muhaimin 01. Salam akal waras?",positif
@SavePapua01 @Projo_Pusat Pilih amin anis muhaimin aja 01,positif
"@kumparan Masya alloh Saya doakan semoga pak anis Baswedan dan pak Muhaimin menjadi presiden 2024,Yukk akhh Amin kan aja pemirsa",positif
@tvOneNews Sy org jabr blm prnh tuh d suvei?????? Ttp ???????????? pilihankuuu Anis muhaimin titik??,positif
"@SOBAT_ANIES @aniesbaswedan @aniesbubble @abu_waras @Mdy_Asmara1701 @imanlagi @BangPino__ @BosPurwa Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
"@mahrussanad @Sukaloebang @PutraErlangga95 Kami dari perwiritan yang EMAK2, mendukung bapak Anis  bapak Muhaimin untuk jadi presiden dan wakil presiden RI, Salam semangat??????",positif
"@ekowboy2 Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
"@AgusYudhoyono @PDemokrat Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
"@Mdy_Asmara1701 Abah Anis,jadi panutan masyarakat,dimanpun beliau berada. Beliau selalu jadi panutan semua agama,ras,etnis dan golongan. Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin.",positif
"@Tan_Mar3M Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin. Salam perubahan dan akal sehat.",positif
"Ya allah, nadzar aku semoga paslon 01 Anis-Muhaimin menang pemilu 2024. Aku puasa senin-kamis selama setahun penuh. InsyaAllah semoga Allah meridhoi ??????  Amin amin  ya Allah Amin ??????",positif
@kumparan Aamiin...udah pintar..cerdas..punya banyak gagasan...pendidikannya Nyata...Penghargaannya banyak dari hasil kerjanya...Ibadahnya taat...Pokoknya pemimpin idaman..Anis Muhaimin selalu di hati,positif
@BangPino__ Anis Muhaimin.... anugerah utk rakyat Indonesia,positif
"@recehtapisayng Kan emg harus netral anj, klo dia cantik terus di pecat emg nya kenapa, emg 02 ga ada yg bener orang orangya mending pilih AMIN OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG",positif
"@kumparan Yaa Insyaallah perubahan pak Anis Baswedan dan pak Muhaimin,bakalan lebih baik,Amin ya rabbal allamin...",positif
@kumparan Mantap Jawabarat 60% Coblos No 1 Amin Anis Muhaimin ?????????,positif
@kumparan Alhamdulillah....rakyaat cerdas PILIH ANIS MUHAIMIN..NUMBER ONE....,positif
Semakin marak dan menggelar pendukung anis muhaimin https://t.co/o8Be8SITHJ,positif
@bengkeldodo @DarekaRendy @Bank_Joee_ @BANGSAygSUJUD @Minietweets_ @An4Julie @mimih6mei @PartaiSocmed @kurawa @are_inismyname @Ndons_Back AMIN ??..... jngan lupa coblos 01 Anis Muhaimin . https://t.co/p5XmKf8f8s,positif
"@Projo_Pusat Okeh ...siap menagkan 01 Anis muhaimin 1 putaran ,.. kalhkan 02 biar masuk penjara samua , betul gak tum ..... https://t.co/k5Wbc1bZQv",positif
@Uki23 Lagi lagi aku teringat drama MK dan MK MK kok bisa ya atau krn siapa penerima manfaat ya. Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin No 1 aja.,positif
@bentangnegeri Drama MK akhirnya memberikan keistimewaan kpd pribadi bukan kpd generasi muda secara umum sekalipun MK MK menyenggol sang paman dan drama ini tetap melekat dihati anak bangsa yg menginginkan demokrasi. Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin. https://t.co/Vkbw3b9ZEm,positif
"Siapakah penjaga Moral manakala kekuasaan dijalankan tanpa etika? Kaum agamawan!. Lalu, bagaimana jika sang agamawan justru berada dalam Cengkraman kekuasaan itu sendiri?  Dukung Anis Baswedan dan Muhaimin Iskandar sama artinya mencegah negeri ini terjatuh dalam ketersesatan yg…",positif
"@geloraco Manusia hanya bisa berusaha, namun Allah yang menentukan, semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/fkwDb0bTfU",positif
@ontitan_ru @DeviraRans @afcdevan @BangPino__ Siap menangkan Amin anis muhaimin,positif
@kumparan AMIN 01 Untuk perubahan Indonesia yang lebih baik ?? Anis dan Muhaimin,positif
@kumparan Jangan lupa coblos no 01  Bp Anis &amp  Bp Muhaimin.,positif
@kumparan Semoga Anis Baswedan dan Muhaimin Iskandar sehat selalu dan Allah meridhoi mereka memimpin Indonesia kedepan lbh baik,positif
@anya_forgett @undipmenfess Bodo amat sama hoak yg penting OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
@Fahrihamzah Amin Anis Muhaimin 1 putaran,positif
"@kumparan Bismillah Saya doakan semoga pak anis Baswedan dan pak Muhaimin menjadi presiden 2024, amin...",positif
@aniesbaswedan Ga ada lawan emg OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
"@kumparan Bismillah,Insyaallah perubahan pak Anis Baswedan presidenku dan pak Muhaimin wakil presiden ku... ???????? Amin ya rabbal allamin...",positif
@Arif1980000 @PAK_RT_007 @Suryakembar88 insyaa alloh g mimpi  Org baik pilih pemimpin yg baik Org waras pilih pemimpin yg waras Org cerdas pilih pemimpin yg cerdas Insyaa alloh anis muhaimin jawaban nya Smg semua akn anis muhaimin pada waqtuy Aamiin Kl luh suka capres mu doaknlh yg terbaik untuk capres mu gmpngkn  ????,positif
Asli video ponakanku ini keren..tapi yg membuatnya lebih istimewa lagi karena dia orang muda pro perubahan. Kebayang ngga sih jika Anis Muhaimin kelak memimpin republik +62 maka kreatifitas kaum muda perubahan akan makin tumbuh subur dan itu bagus untuk Indonesia!,positif
"@VIVAcoid Rakyat gak mau kamu arahkan, rakyat lebih percaya Anis Muhaimin dan ganjar Mahfud,,",positif
@ekowboy2 OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
@gstndy24 @aniesbaswedan OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
@aniesbaswedan Aku kasih sarah pak anis lagu biar cepet viral nih liriknya OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
@tempodotco Maling teriak maling .sumpah kmi rakyt kecil sdh cukup mendukng 2014 2019 skrng waqtuy perubahn untuk indonesia yg jauh lbih baik Lbih barkeadiln Lbih kedamaian Kmi titip kn kmi percayakn hanya kpd pasangn 01 anis muhaimin Smg 01 menang d setiap peopinsi Aamiin????????????,positif
"@choosetheother @msaid_didu @strike_bravo_b Saya pendukung 01, tapi apabila takdir nya 01 kalah di putaran pertama ganjar mahfud yg lanjut bertarung lawan 02 saya akan dukung ganjar mahfud asal jgn 02 amit amit Tuhan??.begitupun sebalik nya teman saya para 03 kalo 01 yg lanjut mereka dukung Anis Muhaimin #AsalBukanPrabowo",positif
@Arif1980000 @PAK_RT_007 @Suryakembar88 Smg amin menang mutlak d setiap propinsi Aamiin  Smg semua akn anis muhaimin pda waqtuy Aamiin????????????????,positif
"@Gojekmilitan Enak aja harom haram asal jeplak gegara golput.apakh hrus milih 01 semua umt islm,itu hakya masing2, PKB ini sudh pecah,Gus Muhaimin pencuri partai dri presiden gusdur.jikalu Indonesia dipimpin oleh Anis amin Indonesia ga imbang.",negatif
@dayatpiliang 2014-2019 sy sllu mengajak keluarga untuk memilih pak prabowo  2024 BISMILLAH mengajak klrg untuk memilih pak anis dan gus muhaimin,positif
@tvOneNews Kiyai kok ngomongnya gitu Masak gak tau bedanya amin sama amiin.. Artinya juga lain.. Ngapain nyalahkan amin (anis muhaimin),positif
"@julian17426 INI SUDAH MENJADI BUKTI,BETAPA LICIK NYA DAN PANIKNYA PASLON SEBELAH....MASYA ALLAH, SEMOGA ALLAH MERIDHOI AMIN ?? SEMAKIN BERAT UJIAN NYA SEMAKIN YAKIN ANIS MUHAIMIN PILIHAN KU ??",positif
"@geloraco Lebih percaya cak Imin daripada KPK, karena KPK cuma diperintah mukidi, ayo rakyat bangkit dan bergerak kita kalahkan mukidi dengan memenangkan Anis Muhaimin dan ganjar Mahfud untuk jadi presiden Indonesia 2024,,,,",positif
"@KatolikG Cuma ketumnya aja gpp, lebih percaya Ganjar Mahfud dan Anis Muhaimin untuk jadi presiden Indonesia",positif
"@KompasTV Maap rakyat tidak akan mendukung mu wo, rakyat lebih percaya untuk mencoblos Anis Muhaimin untuk Indonesia yg adil makmur",positif
"@fais21804461 Anis Baswedan dan Muhaimin Iskandar adalah pemimpin masa depan. Berkarakter, berintegritas, Intelektual dan kebijakannya berbasis skala prioritas.",positif
@BANGSAygSUJUD @kurawa @alextham878 @P4P4B0W0_2024 @zy_zy_its_me @99propaganda @mimih6mei @WaktunyaIDMaju @are_inismyname @Ndons_Back Masih lah... Tetap pilih Anis Baswedan dan Muhaimin Iskandar. Beliau berdua ini adalah pemimpin masa depan. Yang pembangunannya berbasis skala prioritas.,positif
@MariaAlcaff @Utiah_Mak @NediSetiadi @ivanazhar1 @Mr_FX99 @EkaRana4 @Amrizaldy511 @Tan_HaKa @DrEvaChaniago @andre_rosiade Urang Awak Cerdas Banak Pilih ANIS-Muhaimin,positif
Anis Muhaimin 01 x1 putaran insyaallah,positif
cuplikan video ini memperlihatkan ketika saat org2 yg tuluz sedang berdoa utk Anis &amp  Muhaimin  #SiagaLawanKecurangan  #SiagaLawanKecurangan https://t.co/1xq017RTKO,positif
"Aamiin...kami hanya bisa mendoakan,semoga kampanye terakhir Allah lancarkan tanpa ada yg menghalang2ngi.dan pak Anis,muhaimin dan yg meramaikannya dapat perlindungan dari Allah. Aamiin...",positif
"Daripada bingung buat cak imin, mending Anis Muhaimin menang.  Ganjar ikut arahan ketum Prof Mahfud bisa join kabinet sebagai menteri lagi",positif
@kompascom Sehat selalu pak anis muhaimin..dah tokoh2 bangsa yg mendukung perubahan...dan selalu dalm lindungan Allah...,positif
"@kompascom Allohuakbar semoga yang Maha Kuasa memberikan kesempatan kepada Pak Anis Baswedan dan Muhaimin iskandar sebagi president dan wakil presiden yang akan membawa perubahan yang lebih baik untuk negara Indonesian tercinta, AMIN ??",positif
"Yok pilih amin,anis muhaimin,Amin ya Allahh. https://t.co/c9iXmq2mVE",positif
"@shobariyah9 @Panoneham @humairowl @BangPino__ Ya Allah jadikanlah pasangan Anis Muhaimin jd presiden 2024 _2029,ini doa yg sy panjatkan di setiap sholat sy akhir akhir ini,mudah mudahan di ijabah Allah SWT,amin amin yarobbal alamin",positif
Mencari sosok pemimpin yang sidiq /amanah /tablig/ Fathonah..insyallah ...pasangan AMIN (ANIS /MUHAIMIN) https://t.co/loFkC4NumR,positif
@fais21804461 Siap pak kapten rakyat dukung Anis Rasyid Baswedan dan Muhaimin Iskandar Presiden RI 2024 Amin menang menang menang,positif
"@tvOneNews Saya bukan pendukung anis muhaimin, setiap selesai doa saya selalu berucap aamiin"". Mmg apa masalahnya? Bagiku yg ptg tidak pilih prabowo gibran. Itu""",positif
@riegrowist @Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @AkalSehat2024 @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Pasti menang si anis dan muhaimin ????,positif
@RcyberProj0 @Gerindra @gibran_tweet @prabowo @Projo_Pusat @handoko2411 @FALDA81 Saya dengan Ratusan juta rakyat indonesia yang tidak pernah di survei lembaga survei akan memilih Anis Muhaimin (AMIN),positif
@didstance Keren si abah ini?????? Indonesia emas ditangan Anis Muhaimin,positif
"Ditangan yang tepat tahun 2024 Indonesia menjadi negara emas,, Anis Muhaimin gasss?????? https://t.co/qo1MHRUgBp",positif
@kompascom Mashallah 01??? inshallah pak Anis RB presiden RI 2024 dan pak Muhaimin Iskandar cawapres nya.,positif
@alisyarief Pokoknya yang bilang bahwa Pasangan Anis Muhaimin Akan Kalah dan tidak ada gunanya mendukung pasangan ini Saya harap kita semua tetap semangat yaah.. jangan takut dan jangan khawatir tetap yakin bahwa sesungguhnya mereka itu sedang ketakutan dan mereka tahu Amin akan menang,positif
@ChristinaWoodyz @BambangSutjipt4 @BangPino__ InsyaAllah Anis Muhaimin diridhoi Allah SWT sebagai Pemimpin Indonesia..Amin,positif
"@TofaJubirAmin Kok selalu membludak begitu, makanya surveinya terendah. Maa syaa Allah. Semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/MIDXyPC751",positif
"@tvOneNews Betul Anis Muhaimin itu nomor 01 paling DICINTAI, tak sekedar suka...",positif
Poros Buruh Provinsi Banten Gelar Senam Sehat Dan Deklarasi Dukungan Anis - Muhaimin Iskandar  https://t.co/nSTDilY9FH,positif
@VIVAcoid Sy pilih anis muhaimin pak krn sya tau btul d antra capres terbaik d antra yg baik sy hakqul  yqn anis muhaimin lh jawabanya Jd untuk indonesia yg lbih baik lbih maju dn berkeadilin  Smg semua akn anis muhaimin pda waqtunya Aamiin Smg anis muhaimin menang d setiap propinsi Aamiin,positif
"@ganjarpranowo @mohmahfudmd Bismillah, anis - muhaimin utk perubahan Indonesia lebih adil dan sejahtera",positif
@EsTeh__28 Semoga Anisa Pohan suami dan mertua dan iparnya bisa menghadiri pelantikan Presiden Anis Baswedan dan Muhaimin Iskandar,positif
"@ezha0105 @aniesbaswedan @AnggaPutraF @putra_suma Kalo cowo, Anis Abdul Muhaimin bagus itu.",positif
@bengkeldodo Kami jabar pilih Anis Muhaimin??????no1 insya Allah jadi pemenang pilpres.,positif
"?????? Bismillah,Semoga Pasangan Anis Muhaimin jadi Presiden,yang membawa perubahan kearah yg lebih baik... Untuk Indonesia. https://t.co/inuqpjzLGh",positif
"@VIVAcoid Terima kasih Pak atas saranya, Kami tetap Pilih Paslon Capres - Cawapres No. 1 Anis Baswedan - Muhaimin Iskandar pada tgl. 14 Februari 2024.",positif
Jangan menghujat PAIMIN (pak Anis dan Muhaimin) kayak gini dong... gak etis dan gak sopan. Apalagi nunjukin foto yg dinyinyirin. Itu bar - bar mbak,positif
@Mdy_Asmara1701 Insyaallah mudah mudahan Allah mempermudah kan perjalanan Pak Anis Baswedan dan Muhaimin Iskandar untuk melaju ke singgasana presiden dan wakil presiden 2024. Amin,positif
@GibranRakabumi Kalu nanti tgl 14 Feb yang menang Anis dan Muhaimin kelompok ente juga tidak akan berisik kan? Kasihan tau!,positif
Maluku Utara butuh Perubahan Pasangan Anis Muhaimin #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/DBp9ImStOM,positif
@Mdy_Asmara1701 Fokus Amin.  Semoga Abah Anis dan Muhaimin sehat selalu dan dalam lindungan Allah SWT.,positif
"@Rudys_Gurd @neohistoria_id @aniesbaswedan Kami dari perwiritan yang EMAK2, mendukung bapak Anis  bapak Muhaimin untuk jadi presiden dan wakil presiden RI, Salam semangat??????",positif
Anis - Muhaimin hadiri resolusi Indonesia #presiden2024 #pemilu2024 #AMINAjaDulu #PKS #Seger8ener https://t.co/enfXlhvf7d,positif
"@xiyyflow @Uki23 Anis Baswedan presiden RI 2024 gerakan rakyat bawah tanpa uang yg sudah muak dgn cawe2 mukidi saat ini , akan siap memenangkan Anis Muhaimin menuju Indonesia adil dan makmur",positif
"@Mdy_Asmara1701 Aamiin Yaa Allah jaga Pak Anis, Gus Muhaimin dan rombongan selalu berikan mereka kesehatan dan dijauhkan dari segala bahaya...Aamiin",positif
Buah sawo buah manggis dulu Prabowo sekarang Anis dan Muhaimin Iskandar.?? https://t.co/NR1h5rYCFT,positif
"@AminullahAlifLa @Sya_labina @justitoadi Terus capres mana yg bisa kabulkan semua janji kampanye nya? Ngak akan ada yg bisa menuhin 100%.  Rasional aja, seenggaknya gua milih orang baik, bisa jadi imam shalat, bisa ngaji. Dan satu lagi apa yg pak Anis &amp  Cak Muhaimin Iskandar pikirkan buat bangsa ini gue setuju. Itu sih",positif
"@kumparan TENANG  SAJA PAK ANIS MUHAIMIN 80 %  GURU ASN  ,P3K  , HONORER  mendukung dan memilih nyaa ???  A M I N N N N ??????",positif
"@kumparan Mudah mudahan, thn 2024 punya persiden yang amanah, pa anis baswedan Muhaimin, insya allah menang, kita harus perubahan ????????????????????",positif
"@tvOneNews Fitnah akhir zaman itu nyata adanya, semoga paslon 01 Anis Muhaimin di jauhkan dari fitnah akhir zaman",positif
@aniesbaswedan Keren semoga semua kabupaten/kota dijateng mendukung Pak. Anis dan Muhaimin dengan NUnya,positif
@Metro_TV @cakimiNOW @jokowi Muhaimin Iskandar menegaskan bahwa setiap tindakan publik harus selaras dengan nilai-nilai moral dan norma yang berlaku di masyarakat.,positif
@cakimiNOW Mangan iwak asin  Campur ketupat  Anis Muhaimin   Pilihan paling tepat. ??,positif
Saatnya Indonesia kembali diakui di dunia internasional dan dari semua kandidat paslon hanya satu yang bisa melakukannya nomor satu Anis Muhaimin ...  #AMINAjaDulu  #AMINAjaDulu,positif
@botyhiper24 Amin maksudnya anis &amp muhaimin,positif
@dgLewa2011 Menangkanlah Pasangan Capres No.1 Anis Baswedan-Muhaimin Iskandar Aamiin,positif
"@aly_benzema Semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/S6V4AnjURf",positif
"@tvOneNews Kami tetap berjuang buat perubahan yang lebih baik,dan kami menilai pasangan anis dan muhaimin yang tepat . salam perjuanagan untuk perubahan indonesia yang lebih baik ..aamiin..",positif
@NcangBeni Bosan liat Anis sama Muhaimin...,negatif
@JamalBoegis Melawan juta-an rakyat mendukung ANIS -MUHAIMIN ada,positif
@yaniarsim @aniesbaswedan Bismillah allohummasolia'lasayyidina muhamad swa Smg pasangn anis muhaimin alloh ridhoi/takdirkan menang mutlak Dmi indonesia yg lbih baik dn berkeadiln kemakumrn kdemaian untuk slurh rkyt indonesia dr sbng sampe maroke Aamiin Aamiin Aamiin?????? ????,positif
@Putri96960977 @tvOneNews Aamiin smg alloh takdirkn psngn anis muhaimin menang d setiap propinsi Aamiin ????????,positif
@dgLewa2011 Bismillah.. Semoga ALLAH gerakan hati si om tuk kasih kaos nya buat sy..  Dan semoga ALLAH gerakan hati rakyat Indonesia tuk memilih presiden nomor urut satu AMIN..anis baswedan &amp  muhaimin... aamiinnn ya rabbal aalaaamiiinn..,positif
@Chavesz08 @AgusYudhoyono Untung aja Muhaimin yg jadi cawapres Anis kalau AHY yg jadi cawapres Anies sudah di pastikan 01 akan hancur.,positif
saya pilih 01  anda pilih anis  atau muhaimin  ya saudara ku ????????,positif
Para Seniman Bersatu Mendukung Pasangan Capres No.1 Anis Baswedan &amp  Muhaimin Iskandar...  Amin? https://t.co/BohiHhlpNK,positif
