created_at,full_text,sentimen
Tue Jan 30 04:05:51 +0000 2024,@gus_dibyo Itulah pada panik. Hingga @Fahrihamzah  ngomognya Anis muhaimin  akan di tersagkaksn ada koripsinya,positif
Tue Jan 30 03:46:23 +0000 2024,@HukumDan @Fahrihamzah Jika itu benar maka mereka sdh melakukan permufakatan jahat.karena sdh mempersiapkan kasus dan sebagainya agar Anis dan Muhaimin setelah pilpres jadi tersangka.PASTI ADA DALANGNYA.,positif
Tue Jan 30 03:39:16 +0000 2024,@bengkeldodo Alhamdulillah kalau begitu semangan ya pak...saya akan tetap dukung pak anis dan pak muhaimin inshaa allah lebih amanah AMIN menang aamiin yaa allah yaa robball aalamiin??,positif
Tue Jan 30 03:37:31 +0000 2024,@jokowi Anis Rasyid Baswedan muhaimin Iskandar presiden RI 1 aaminn ya robbalalamin,positif
Tue Jan 30 03:19:51 +0000 2024,@Dian_susahLogin Hari Raya Makan Ketupat Jangan lupa pakai tumis Kalo Indonesia mau Hebat Ya pasti pilih Anis  Hari Raya hari Bahagia Kite semua saling maafin Kalo Indonesia mau berjaya Harus pilih Anies Muhaimin  ???,positif
Tue Jan 30 03:09:53 +0000 2024,@Malika6027 @Fahrihamzah Ramalan Fahri . Setelah pilpres yg jadi tersangka itu namanya Anis Baswedan dan Muhaimin lskandar. Politisi boleh saja meramal nasib politisi lainnya .Tak perlu melaknat segala..Toh Anies dan lmin juga politisi yg biasa dg urusan hukum.Bukan Nabi atau Malaikat.Biasa wae!,positif
Tue Jan 30 02:33:15 +0000 2024,@Malika6027 @Fahrihamzah Smg itu kebalik kpd die yg sangt mmbenci anis cakimin sprt ketua kpk Aamiin ????? Smg semua akn anis muhaimin pda waqtuy Biarlh anjing menggonggong kafilah berlalu biar kn sja apa kata dia Kt doakn sj smg alloh yg maha kuasa memberikn yg terbaik untuk pasngn no 01,positif
Tue Jan 30 02:29:38 +0000 2024,GIBRAN ??????Gerakan Indonesia Bersama ANIS MUHAIMIN https://t.co/BRVEsnIn3F,positif
Tue Jan 30 02:01:58 +0000 2024,Satu Nusa setu bangsa satu bahasa dan semua pilih NO 1 ANIS MUHAIMIN untk keadilan dan pemerataan kemakmuran untk semua #anismuhaimin2024 https://t.co/M8EQcFtctI,positif
Mon Jan 29 22:05:29 +0000 2024,"@sutanmangara Mereka lagi kerja brurrr... urus negara dan daerah, nah ente tebar pesona dan janji palsu doang. Heran... masih percaya Anis apalagi Muhaimin ancurrrr janji buta",negatif
Mon Jan 29 16:04:25 +0000 2024,@tvOneNews Padahal jelas AMIN dibawahnya ada tulisan Anis MuhaiMIN,
Mon Jan 29 15:55:36 +0000 2024,@kompascom Kami pemuda dan rakyat akan mencoblos Anis Muhaimin atau Ganjar Mahfud,positif
Mon Jan 29 15:39:40 +0000 2024,@elisa_jkt @Minang_cyber @aniesbaswedan @cakimiNOW Model beginian nih yg bikin ilfeel sama capres... Anis Muhaimin itu bukan orang miskin cuy... Pake segala di sawer... Bikin males milih aja pake acara beginian,positif
Mon Jan 29 15:22:23 +0000 2024,Masya Allah semoga P`Anis Muhaimin mendapatkan kemenangan. AMIN ??,positif
Mon Jan 29 15:11:12 +0000 2024,"@HalimRudianto @Projo_Pusat Dari pada nyoblos yang sudah memimpin Jateng 2 priode gak ada hasil... Mending amin, anis muhaimin 01. Salam akal waras?",positif
Mon Jan 29 15:03:47 +0000 2024,@SavePapua01 @Projo_Pusat Pilih amin anis muhaimin aja 01,positif
Mon Jan 29 13:55:20 +0000 2024,"@kumparan Masya alloh Saya doakan semoga pak anis Baswedan dan pak Muhaimin menjadi presiden 2024,Yukk akhh Amin kan aja pemirsa",positif
Mon Jan 29 13:39:13 +0000 2024,@tvOneNews Sy org jabr blm prnh tuh d suvei?????? Ttp ???????????? pilihankuuu Anis muhaimin titik??,positif
Mon Jan 29 13:14:30 +0000 2024,@jokowi Mas jokowi Pernyataan guntur  Butet Muhaimin Anis baswedan Ganjar pranowo Harus menjadi pemicu menjadi penyemangat untuk memastikan kita menang 1 putaran,
Mon Jan 29 12:39:45 +0000 2024,"@SOBAT_ANIES @aniesbaswedan @aniesbubble @abu_waras @Mdy_Asmara1701 @imanlagi @BangPino__ @BosPurwa Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
Mon Jan 29 12:39:00 +0000 2024,"@mahrussanad @Sukaloebang @PutraErlangga95 Kami dari perwiritan yang EMAK2, mendukung bapak Anis  bapak Muhaimin untuk jadi presiden dan wakil presiden RI, Salam semangat??????",positif
Mon Jan 29 12:36:10 +0000 2024,"@ekowboy2 Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
Mon Jan 29 12:23:44 +0000 2024,"@AgusYudhoyono @PDemokrat Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin",positif
Mon Jan 29 12:20:37 +0000 2024,"@Mdy_Asmara1701 Abah Anis,jadi panutan masyarakat,dimanpun beliau berada. Beliau selalu jadi panutan semua agama,ras,etnis dan golongan. Salam perubahan dan akal sehat. Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin.",positif
Mon Jan 29 11:59:40 +0000 2024,"@Tan_Mar3M Orang cerdas dan waras, pasti pilih Pak Anis Muhaimin. Salam perubahan dan akal sehat.",positif
Mon Jan 29 11:37:13 +0000 2024,"Ya allah, nadzar aku semoga paslon 01 Anis-Muhaimin menang pemilu 2024. Aku puasa senin-kamis selama setahun penuh. InsyaAllah semoga Allah meridhoi ??????  Amin amin  ya Allah Amin ??????",positif
Mon Jan 29 11:04:42 +0000 2024,@kumparan Aamiin...udah pintar..cerdas..punya banyak gagasan...pendidikannya Nyata...Penghargaannya banyak dari hasil kerjanya...Ibadahnya taat...Pokoknya pemimpin idaman..Anis Muhaimin selalu di hati,positif
Mon Jan 29 11:04:37 +0000 2024,@BangPino__ Anis Muhaimin.... anugerah utk rakyat Indonesia,positif
Mon Jan 29 10:55:50 +0000 2024,"@recehtapisayng Kan emg harus netral anj, klo dia cantik terus di pecat emg nya kenapa, emg 02 ga ada yg bener orang orangya mending pilih AMIN OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG",positif
Mon Jan 29 10:42:03 +0000 2024,@askarafana @BangPino__ Itu 15 Nov 2022 ketemunya. Pak anis sama pak muhaimin daftar ke kpu aja tanggal 19 Oktober 2022. Ya kali bisa bongkar pasang capres cawapres kalo udah daftar,
Mon Jan 29 10:40:29 +0000 2024,"@kumparan Yaa Insyaallah perubahan pak Anis Baswedan dan pak Muhaimin,bakalan lebih baik,Amin ya rabbal allamin...",positif
Mon Jan 29 10:09:04 +0000 2024,@kumparan Mantap Jawabarat 60% Coblos No 1 Amin Anis Muhaimin ?????????,positif
Mon Jan 29 10:08:33 +0000 2024,@kumparan Alhamdulillah....rakyaat cerdas PILIH ANIS MUHAIMIN..NUMBER ONE....,positif
Mon Jan 29 10:01:09 +0000 2024,Semakin marak dan menggelar pendukung anis muhaimin https://t.co/o8Be8SITHJ,positif
Mon Jan 29 09:44:53 +0000 2024,@bengkeldodo @DarekaRendy @Bank_Joee_ @BANGSAygSUJUD @Minietweets_ @An4Julie @mimih6mei @PartaiSocmed @kurawa @are_inismyname @Ndons_Back AMIN ??..... jngan lupa coblos 01 Anis Muhaimin . https://t.co/p5XmKf8f8s,positif
Mon Jan 29 09:39:58 +0000 2024,"@Projo_Pusat Okeh ...siap menagkan 01 Anis muhaimin 1 putaran ,.. kalhkan 02 biar masuk penjara samua , betul gak tum ..... https://t.co/k5Wbc1bZQv",positif
Mon Jan 29 09:22:59 +0000 2024,@Uki23 Lagi lagi aku teringat drama MK dan MK MK kok bisa ya atau krn siapa penerima manfaat ya. Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin No 1 aja.,positif
Mon Jan 29 09:13:09 +0000 2024,@bentangnegeri Drama MK akhirnya memberikan keistimewaan kpd pribadi bukan kpd generasi muda secara umum sekalipun MK MK menyenggol sang paman dan drama ini tetap melekat dihati anak bangsa yg menginginkan demokrasi. Sy dan keluarga 2x pilih Prabowo tapi untuk tahun ini pilih Anis dan Muhaimin. https://t.co/Vkbw3b9ZEm,positif
Mon Jan 29 07:42:02 +0000 2024,"Siapakah penjaga Moral manakala kekuasaan dijalankan tanpa etika? Kaum agamawan!. Lalu, bagaimana jika sang agamawan justru berada dalam Cengkraman kekuasaan itu sendiri?  Dukung Anis Baswedan dan Muhaimin Iskandar sama artinya mencegah negeri ini terjatuh dalam ketersesatan yg…",positif
Mon Jan 29 07:29:56 +0000 2024,"@geloraco Manusia hanya bisa berusaha, namun Allah yang menentukan, semoga pilpres berjalan dengan jurdil dan luber, sehingga Bapak Anis Baswedan dan Bapak Muhaimin Iskandar pimpin RI 24 29 untuk Keadilan Sosial Bagi Seluruh Rakyat Indonesia. Aamiin ? https://t.co/fkwDb0bTfU",positif
Mon Jan 29 06:55:02 +0000 2024,@ontitan_ru @DeviraRans @afcdevan @BangPino__ Siap menangkan Amin anis muhaimin,positif
Mon Jan 29 06:25:31 +0000 2024,@kumparan AMIN 01 Untuk perubahan Indonesia yang lebih baik ?? Anis dan Muhaimin,positif
Mon Jan 29 06:24:05 +0000 2024,@kumparan Jangan lupa coblos no 01  Bp Anis &amp  Bp Muhaimin.,positif
Mon Jan 29 06:12:54 +0000 2024,@kumparan Semoga Anis Baswedan dan Muhaimin Iskandar sehat selalu dan Allah meridhoi mereka memimpin Indonesia kedepan lbh baik,positif
Mon Jan 29 05:13:01 +0000 2024,@geloraco Miptah ...miptah...amin itu anis muhaimin....jgn terlalu jauh ngajimu....,
Mon Jan 29 04:47:10 +0000 2024,@anya_forgett @undipmenfess Bodo amat sama hoak yg penting OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
Mon Jan 29 04:40:49 +0000 2024,@Fahrihamzah Amin Anis Muhaimin 1 putaran,positif
Mon Jan 29 04:38:03 +0000 2024,"@kumparan Bismillah Saya doakan semoga pak anis Baswedan dan pak Muhaimin menjadi presiden 2024, amin...",positif
Mon Jan 29 04:29:53 +0000 2024,@aniesbaswedan Ga ada lawan emg OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
Mon Jan 29 04:24:13 +0000 2024,"@kumparan Bismillah,Insyaallah perubahan pak Anis Baswedan presidenku dan pak Muhaimin wakil presiden ku... ???????? Amin ya rabbal allamin...",positif
Mon Jan 29 04:14:34 +0000 2024,@Arif1980000 @PAK_RT_007 @Suryakembar88 insyaa alloh g mimpi  Org baik pilih pemimpin yg baik Org waras pilih pemimpin yg waras Org cerdas pilih pemimpin yg cerdas Insyaa alloh anis muhaimin jawaban nya Smg semua akn anis muhaimin pada waqtuy Aamiin Kl luh suka capres mu doaknlh yg terbaik untuk capres mu gmpngkn  ????,positif
Mon Jan 29 04:11:04 +0000 2024,Asli video ponakanku ini keren..tapi yg membuatnya lebih istimewa lagi karena dia orang muda pro perubahan. Kebayang ngga sih jika Anis Muhaimin kelak memimpin republik +62 maka kreatifitas kaum muda perubahan akan makin tumbuh subur dan itu bagus untuk Indonesia!,positif
Mon Jan 29 03:47:58 +0000 2024,"@VIVAcoid Rakyat gak mau kamu arahkan, rakyat lebih percaya Anis Muhaimin dan ganjar Mahfud,,",positif
Mon Jan 29 03:36:03 +0000 2024,"Ga ada proyek yang sukses kecuali menumen bambu yang pake lem Aibon, #AMINAjaDulu #anismuhaimin #prabowogibranmenangsatuputaran #PrabowoGibran2024 #GanjarMahfud2024 https://t.co/sTbjhKUFC1",
Mon Jan 29 02:38:50 +0000 2024,"@tvOneNews Bro @pgmoraaji  anda menggunakan logical fallacy logika yang cacat, boleh saja pasangan anies baswedan dan abdul muhaimin iskandar di singkat amin, atau anis dan imin, seperti prabowo gibran di singkat pragib, ganjar mahfud gama kebetulan keduanya alumni ugm Yogyakarta",
Mon Jan 29 02:28:41 +0000 2024,@jaejaecitix @sutanmangara Perutnya lebih gede dr perut Anis dan Muhaimin,
Mon Jan 29 02:21:23 +0000 2024,@ekowboy2 OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
Mon Jan 29 02:17:28 +0000 2024,@gstndy24 @aniesbaswedan OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
Mon Jan 29 02:16:45 +0000 2024,@aniesbaswedan Aku kasih sarah pak anis lagu biar cepet viral nih liriknya OKE GAS OKE GAS... ANIS MUHAIMIN LAH YANG PALING PAS SORRY YEEEEEEEEE AMIN NIH SENGOL DONG,positif
Mon Jan 29 02:00:05 +0000 2024,@tempodotco Maling teriak maling .sumpah kmi rakyt kecil sdh cukup mendukng 2014 2019 skrng waqtuy perubahn untuk indonesia yg jauh lbih baik Lbih barkeadiln Lbih kedamaian Kmi titip kn kmi percayakn hanya kpd pasangn 01 anis muhaimin Smg 01 menang d setiap peopinsi Aamiin????????????,positif
Mon Jan 29 01:57:21 +0000 2024,"@choosetheother @msaid_didu @strike_bravo_b Saya pendukung 01, tapi apabila takdir nya 01 kalah di putaran pertama ganjar mahfud yg lanjut bertarung lawan 02 saya akan dukung ganjar mahfud asal jgn 02 amit amit Tuhan??.begitupun sebalik nya teman saya para 03 kalo 01 yg lanjut mereka dukung Anis Muhaimin #AsalBukanPrabowo",positif
Mon Jan 29 01:38:40 +0000 2024,@Arif1980000 @PAK_RT_007 @Suryakembar88 Smg amin menang mutlak d setiap propinsi Aamiin  Smg semua akn anis muhaimin pda waqtuy Aamiin????????????????,positif
Mon Jan 29 01:27:21 +0000 2024,"@Gojekmilitan Enak aja harom haram asal jeplak gegara golput.apakh hrus milih 01 semua umt islm,itu hakya masing2, PKB ini sudh pecah,Gus Muhaimin pencuri partai dri presiden gusdur.jikalu Indonesia dipimpin oleh Anis amin Indonesia ga imbang.",negatif
Mon Jan 29 01:25:02 +0000 2024,@dayatpiliang 2014-2019 sy sllu mengajak keluarga untuk memilih pak prabowo  2024 BISMILLAH mengajak klrg untuk memilih pak anis dan gus muhaimin,positif
Mon Jan 29 01:21:55 +0000 2024,"Ntah kenapa tiap kali lihat Anis, pengen debat Fisika, lihat Muhaimin pengen debat harga cabe, lihat Prabowo pengen debat ttg premanisme, lihat Gibran pengen debat ttg kerupuk singkong, lihat Ganjar pengen debat ttg musik koplo dan lihat Mahfud pengen debat ttg Sambo ????????",
Mon Jan 29 00:45:59 +0000 2024,"PEMILU ---&gt  apabila paslonnya gagal nyapres, apakah pendukungnya masih mau akur lagi dan bergandengan tangan untuk NKRI? Apakah besok masih ada barisan sakit hati tidak buat onar di negeri sendiri? #Pemilu2024 #Pemilu2024AmanDamai #anismuhaimin #prbowogibran #GanjarMahfud",
Mon Jan 29 00:34:25 +0000 2024,@tvOneNews Kiyai kok ngomongnya gitu Masak gak tau bedanya amin sama amiin.. Artinya juga lain.. Ngapain nyalahkan amin (anis muhaimin),positif
Sun Jan 28 23:54:55 +0000 2024,"@julian17426 INI SUDAH MENJADI BUKTI,BETAPA LICIK NYA DAN PANIKNYA PASLON SEBELAH....MASYA ALLAH, SEMOGA ALLAH MERIDHOI AMIN ?? SEMAKIN BERAT UJIAN NYA SEMAKIN YAKIN ANIS MUHAIMIN PILIHAN KU ??",positif
Sun Jan 28 23:05:27 +0000 2024,"@geloraco Lebih percaya cak Imin daripada KPK, karena KPK cuma diperintah mukidi, ayo rakyat bangkit dan bergerak kita kalahkan mukidi dengan memenangkan Anis Muhaimin dan ganjar Mahfud untuk jadi presiden Indonesia 2024,,,,",positif
Sun Jan 28 23:02:35 +0000 2024,"@KatolikG Cuma ketumnya aja gpp, lebih percaya Ganjar Mahfud dan Anis Muhaimin untuk jadi presiden Indonesia",positif
Sun Jan 28 22:54:12 +0000 2024,"@KompasTV Maap rakyat tidak akan mendukung mu wo, rakyat lebih percaya untuk mencoblos Anis Muhaimin untuk Indonesia yg adil makmur",positif
Sun Jan 28 22:05:34 +0000 2024,"@fais21804461 Anis Baswedan dan Muhaimin Iskandar adalah pemimpin masa depan. Berkarakter, berintegritas, Intelektual dan kebijakannya berbasis skala prioritas.",positif
Sun Jan 28 22:01:45 +0000 2024,@BANGSAygSUJUD @kurawa @alextham878 @P4P4B0W0_2024 @zy_zy_its_me @99propaganda @mimih6mei @WaktunyaIDMaju @are_inismyname @Ndons_Back Masih lah... Tetap pilih Anis Baswedan dan Muhaimin Iskandar. Beliau berdua ini adalah pemimpin masa depan. Yang pembangunannya berbasis skala prioritas.,positif
Sun Jan 28 20:56:53 +0000 2024,@MariaAlcaff @Utiah_Mak @NediSetiadi @ivanazhar1 @Mr_FX99 @EkaRana4 @Amrizaldy511 @Tan_HaKa @DrEvaChaniago @andre_rosiade Urang Awak Cerdas Banak Pilih ANIS-Muhaimin,positif
Sun Jan 28 16:33:12 +0000 2024,1. Anis - Muhaimin  2. Prabowo - Gibran 3. Ganjar - Mahfud  4. Australia - 0. Indonesia,
Sun Jan 28 15:05:34 +0000 2024,Anis Muhaimin 01 x1 putaran insyaallah,positif
Sun Jan 28 14:52:49 +0000 2024,cuplikan video ini memperlihatkan ketika saat org2 yg tuluz sedang berdoa utk Anis &amp  Muhaimin  #SiagaLawanKecurangan  #SiagaLawanKecurangan https://t.co/1xq017RTKO,positif
Sun Jan 28 14:52:45 +0000 2024,"Aamiin...kami hanya bisa mendoakan,semoga kampanye terakhir Allah lancarkan tanpa ada yg menghalang2ngi.dan pak Anis,muhaimin dan yg meramaikannya dapat perlindungan dari Allah. Aamiin...",positif
Sun Jan 28 14:49:21 +0000 2024,"Daripada bingung buat cak imin, mending Anis Muhaimin menang.  Ganjar ikut arahan ketum Prof Mahfud bisa join kabinet sebagai menteri lagi",positif
Sun Jan 28 12:50:54 +0000 2024,@kompascom Sehat selalu pak anis muhaimin..dah tokoh2 bangsa yg mendukung perubahan...dan selalu dalm lindungan Allah...,positif
Sun Jan 28 12:48:45 +0000 2024,"@kompascom Allohuakbar semoga yang Maha Kuasa memberikan kesempatan kepada Pak Anis Baswedan dan Muhaimin iskandar sebagi president dan wakil presiden yang akan membawa perubahan yang lebih baik untuk negara Indonesian tercinta, AMIN ??",positif
Sun Jan 28 12:30:01 +0000 2024,"Yok pilih amin,anis muhaimin,Amin ya Allahh. https://t.co/c9iXmq2mVE",positif
Sun Jan 28 11:47:05 +0000 2024,"@shobariyah9 @Panoneham @humairowl @BangPino__ Ya Allah jadikanlah pasangan Anis Muhaimin jd presiden 2024 _2029,ini doa yg sy panjatkan di setiap sholat sy akhir akhir ini,mudah mudahan di ijabah Allah SWT,amin amin yarobbal alamin",positif
Sun Jan 28 11:26:13 +0000 2024,Mencari sosok pemimpin yang sidiq /amanah /tablig/ Fathonah..insyallah ...pasangan AMIN (ANIS /MUHAIMIN) https://t.co/loFkC4NumR,positif
Sun Jan 28 09:31:39 +0000 2024,"Pantas teman sy yg pendamping desa beberapa kali update soal Muhaimin di sosmed,dl sebelum blio berpasangan dgn pak Anis ??",
Sun Jan 28 08:58:06 +0000 2024,@fais21804461 Siap pak kapten rakyat dukung Anis Rasyid Baswedan dan Muhaimin Iskandar Presiden RI 2024 Amin menang menang menang,positif
Sun Jan 28 07:59:55 +0000 2024,"@tvOneNews Saya bukan pendukung anis muhaimin, setiap selesai doa saya selalu berucap aamiin"". Mmg apa masalahnya? Bagiku yg ptg tidak pilih prabowo gibran. Itu""",positif
