created_at,full_text,sentimen
Sun Jan 14 23:57:13 +0000 2024,Relawan Bocahe Gibran Komitmen Dukung Prabowo-Gibran dalam ... - Halo Semarang https://t.co/rd5iHvif4I #MenangSeputaran,
Sun Jan 14 23:57:13 +0000 2024,Relawan Bocahe Gibran Komitmen Dukung Prabowo-Gibran dalam ... - Halo Semarang https://t.co/9MSOffO4oV #MenangSeputaran,
Sun Jan 14 23:57:12 +0000 2024,Relawan Bocahe Gibran Komitmen Dukung Prabowo-Gibran dalam ... - Halo Semarang https://t.co/GB5vM3jhKF #MenangSeputaran,
Sun Jan 14 23:57:06 +0000 2024,Airlangga Pede Prabowo-Gibran Raup 65% Suara di NTT https://t.co/3tTgWj7xNH,positif
Sun Jan 14 23:56:25 +0000 2024,@yaniarsim @gibran_tweet @prabowo calon ketua RT aja malu mamerin ginian.... ini laaagi cawapres 😆,
Sun Jan 14 23:56:17 +0000 2024,@WaluyoYandi @DokterTifa Semoga kamu punya anak keturunan seperti  bpk prabowo atau mas gibran karna keduanya idola kamu,
Sun Jan 14 23:56:01 +0000 2024,"@lilyaquina Sama kayak di keluarga kita...kita emang wong jowo pasti 2x pilpres kemarin pilih jokowi...sekarang dirumah ada istri, anak yg 18th dan gw..awalnya istri milih prabowo krn kasihan trus krn gibran akhirnya mau golput..dan anak yg pertama kali milih nanya gw milih siapa?",
Sun Jan 14 23:55:43 +0000 2024,@idextratime 1. Anies - Cak Imin 2. Prabowo - Gibran 3. Ganjar - Mahfud 4. Madrid - 1Barcelona  🤭🤭😭,
Sun Jan 14 23:54:19 +0000 2024,🙋  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar \'a0madHink\'a0 aniesbaswedan\'a0 cakimiNOW\'a0 prabowo\'a0 gibran_tweet \'a0 bersih KuatkanKPK SikatKorupsi Hebat \'a0 mohmahfudmd,positif
Sun Jan 14 23:52:03 +0000 2024,"@Chavesz08 Kalau saja cawapresnya bukan Gibran, buat rakyat, Prabowo tdk masalah. Prabowo ok, Anies Ok",
Sun Jan 14 23:51:46 +0000 2024,"@Dorymemoryy @lilyaquina Wah kebalik sama keluarga aku, dulu malah pemuja jokowi, sekarang yang sadar jokowi gak sebaik itu cuma aku sama ibu, kakak-kakak yang awalnya gak suka prabowo malah pada mau nyoblos 02 karna katanya ada gibran saking sukanya sama jokowi🥲 kalau bapak malah fix golput🥲",positif
Sun Jan 14 23:51:28 +0000 2024,@julian17426 @yaniarsim @gibran_tweet @prabowo @NewsTvone Lupa hapalannya,
Sun Jan 14 23:50:36 +0000 2024,"@yaniarsim @gibran_tweet @prabowo Rakyatnya suruh main game dan makan siang gratis, entah mau dibawa kemana nih negara...",positif
Sun Jan 14 23:50:32 +0000 2024,@sakhamarami08 1. Anies - Cak Imin 2. Prabowo - Gibran 3. Ganjar - Mahfud Real Madrid - 1Barcelona,
Sun Jan 14 23:47:00 +0000 2024,@RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 AMIN InshaAllah jadi presiden,positif
Sun Jan 14 23:46:54 +0000 2024,"@hidahidaan wah dablek rekonsiliasi jokowi prabowo kuncinya, kalopun bukan gibran misalnya jadi dengan ganjar, elektabiltas juga tinggi. Gitu loh cara mikirnya.",positif
Sun Jan 14 23:46:24 +0000 2024,@PartBurungGalak @jokowi dan @gibran_tweet terhina oleh Prabowo! https://t.co/lUVDooHjeG,
Sun Jan 14 23:45:37 +0000 2024,@KompasTV Bkn nya prabowo gibran yg udah curang dari awal,negatif
Sun Jan 14 23:45:27 +0000 2024,@yaniarsim @gibran_tweet @prabowo @NewsTvone corong 02 rupanya... Ditanya apa jawabnya apa gitu kalian banggain...?🤦‍♂️ https://t.co/B7ZqF4Vioy,
Sun Jan 14 23:44:44 +0000 2024,@DokterTifa Membaca postingan yg gini ini..saya semakin mantap untuk milih Ganjar-Mahfud..atau Prabowo-Gibran...Klu yg satu itu..ya..ngga lah. Bulat..titik.,positif
Sun Jan 14 23:44:06 +0000 2024,Kami berdiri teguh bersama Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02 Semangat!,positif
Sun Jan 14 23:44:01 +0000 2024,@yaniarsim @gibran_tweet @prabowo Apakah citra rasa Gen Z hrs diidentikan dg bermain game ? Atau mmg dlm kehidupan seharian dia mmg begitu ya?,
Sun Jan 14 23:43:30 +0000 2024,@ekokuntadhi1 Tidak mendukung Prabowo dan Gibran karena merasa visi dan misi mereka kurang terkait dengan kebutuhan nyata rakyat.,negatif
Sun Jan 14 23:42:59 +0000 2024,@ekokuntadhi1 Tidak memberikan dukungan pada Prabowo dan Gibran karena lebih memilih pemimpin yang memiliki rekam jejak yang lebih konsisten.,
Sun Jan 14 23:42:44 +0000 2024,@nha_ajeh @daitsukkidayo Diberbagi kesempatan khususnya masa menjelang kampanye belum pernah ada gagasan ini disampikan Prabowo maupun Gibran di hadaoan umum? Yg lumprah tiap orang memiliki gagasan itu dijelskan dulu sebelum dipatenkan atau dimatangkan.,positif
Sun Jan 14 23:42:37 +0000 2024,@ekokuntadhi1 Tidak mendukung Prabowo dan Gibran karena melihat adanya ketidakjelasan dalam strategi mereka dalam menanggulangi masalah yang dihadapi bangsa.,negatif
Sun Jan 14 23:42:17 +0000 2024,@RagilSemar Gak malu tah? @prabowo @gibran_tweet @Gerindra,
Sun Jan 14 23:42:13 +0000 2024,@ekokuntadhi1 Tidak memberikan dukungan pada Prabowo dan Gibran karena khawatir terjadi konflik kepentingan yang dapat mempengaruhi kebijakan yang diambil.,
Sun Jan 14 23:41:52 +0000 2024,@ArionGpk3 @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 program bodong.. rakyat nya aja banyak yg udah sarjana tapi angka kemiskinan masih tinggi,negatif
Sun Jan 14 23:41:50 +0000 2024,@ekokuntadhi1 Tidak mendukung Prabowo dan Gibran karena merasa perlu adanya alternatif pemimpin dengan pandangan dan solusi yang lebih inovatif.,positif
Sun Jan 14 23:41:21 +0000 2024,@ekokuntadhi1 Tidak memberikan dukungan pada Prabowo dan Gibran karena ingin melihat perubahan yang lebih cepat dan nyata dalam pembangunan negara.,negatif
Sun Jan 14 23:40:39 +0000 2024,"@yaniarsim @gibran_tweet @prabowo @Fahrihamzah Hilirisasi gemoy, semakin mirip bagai pinang gak dibelah https://t.co/XazsyCspuN",
Sun Jan 14 23:40:38 +0000 2024,@EllyMartha1 @Joker_Wedoks Saya semakin mantap untuk milih Ganjar-Mahfud..atau Prabowo-Gibran...Klu yg satu itu..ya..ngga lah. Bulat..titik.,
Sun Jan 14 23:39:49 +0000 2024,@Aryprasetyo85 @ganjarpranowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @B3doel___ @B1nt4ng_K1r4r4 @vita_AVP Saya semakin mantap untuk milih Ganjar-Mahfud..atau Prabowo-Gibran...Klu yg satu itu..ya..ngga lah. Bulat..titik.,
Sun Jan 14 23:39:07 +0000 2024,"Panik ya? Sampe harus keroyokan lawan 02   Gmn gak mo panik liat Rakyat solid dukung dan pilih #prabowogibran   DiKampanye Ganjar Mahfud, Rakyat Teriak Prabowo 🫰💙 https://t.co/ZZ3j6P4Cgs",positif
Sun Jan 14 23:37:23 +0000 2024,30 hari sebelum pencoblosan ada baiknya kita dengar kembali apa kata #DennySiregar ini. Bahwa hasil survey litbang Kompas yg menempatkan elektabilitas Prabowo-Gibran diangka 39 persen dianggap berlebihan dan tdk masuk akal apalagi untuk menang satu putaran https://t.co/2nCSJEwDHE,
Sun Jan 14 23:37:17 +0000 2024,Semoga hal baik ini bertahan hingga hari pencoblosan dan meyakinkan masyarakat utk memberikan pilihannya kpd Prabowo. Gibran,positif
Sun Jan 14 23:37:02 +0000 2024,@anasynisa @pedagang_kritik Coba tonton videonya. Anies muji Prabowo luar biasa. Coba tonton. Makanya..saya semakin mantap untuk milih Ganjar-Mahfud..atau Prabowo-Gibran...Klu yg satu itu..ya..ngga lah. Bulat..titik.,positif
Sun Jan 14 23:36:20 +0000 2024,@yaniarsim @gibran_tweet @prabowo Tenggelamkan partai politik yang mengusung SamSul dgn tidak memilih Caleg-calegnya di TPS-TPS tanggal 14 bulan depan💪💪💪🙏🙏🙏👍👍👍,
Sun Jan 14 23:35:40 +0000 2024,@ekokuntadhi1 Skip dlu dah sama yg nama nya gibran dan prabowo,negatif
Sun Jan 14 23:35:18 +0000 2024,@ekokuntadhi1 Rakyat bitih oemimoin yg mengabdi bukan pemimoin yg minta di layani kayak gibran da prabowo,
Sun Jan 14 23:34:36 +0000 2024,@pedagang_kritik Membaca postingan yg gini ini..saya semakin mantap untuk milih Ganjar-Mahfud..atau Prabowo-Gibran...Klu yg satu itu..ya..ngga lah. Bulat..titik.,
Sun Jan 14 23:33:36 +0000 2024,@DunguPhobia @gibran_tweet @prabowo @Fahrihamzah Hilirisasi.... https://t.co/1BuYmLJRfd,
Sun Jan 14 23:33:24 +0000 2024,@Ki_Cebong99 @psi_id @CCICPolri @Gerindra @prabowo @ListyoSigitP @kaesangp @gibran_tweet aduin ke emak lu sekalian tong 😋,
Sun Jan 14 23:31:25 +0000 2024,@CutSarina5 Tetap semangat bersama pejuang rakyat PRABOWO GIBRAN.,positif
Sun Jan 14 23:30:39 +0000 2024,@yaniarsim @gibran_tweet @prabowo Gue pengen tau tanggapan fuckhri @Fahrihamzah yg 30th jd poli tikus legisla thief tentang visi hilirisasi digital alias main game bareng.,
Sun Jan 14 23:30:06 +0000 2024,@yaniarsim Saya Prabowo gibran,positif
Sun Jan 14 23:29:25 +0000 2024,Kami yakin Prabowo dan Gibran akan membawa Indonesia ke masa depan yang lebih cerah. #kodekita08 PilihPrabowoGibran02,positif
Sun Jan 14 23:29:14 +0000 2024,"Prabowo dan Gibran, semoga sukses dalam semua upaya kalian. #kodekita08 PilihPrabowoGibran02",positif
Sun Jan 14 23:28:35 +0000 2024,"Persis Cawapres Gibran, Prabowo Subianto Juga Pencinta Kucing - https://t.co/bphh7gXtQB https://t.co/znEVCRbvpt #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",positif
Sun Jan 14 23:28:35 +0000 2024,"Persis Cawapres Gibran, Prabowo Subianto Juga Pencinta Kucing - https://t.co/SfZgQs85cY https://t.co/ScoIOe087i #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",
Sun Jan 14 23:28:35 +0000 2024,"Persis Cawapres Gibran, Prabowo Subianto Juga Pencinta Kucing - https://t.co/ImjDkWGysS https://t.co/C1dNW76t3D #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",
Sun Jan 14 23:28:35 +0000 2024,"Persis Cawapres Gibran, Prabowo Subianto Juga Pencinta Kucing - https://t.co/MuCYnRbPgt https://t.co/cyMEfm9bP1 #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",
Sun Jan 14 23:28:34 +0000 2024,"Persis Cawapres Gibran, Prabowo Subianto Juga Pencinta Kucing - https://t.co/yrylMXG2wU https://t.co/c9ytlEEQbO #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",
Sun Jan 14 23:27:50 +0000 2024,"@fadlizon Capek gak si bang, capek dong bicara tergibran-gibran gini. Memding bicra narasi persatuan, visi-misi, @prabowo kurang bisa omon-omon disitu. Bantulah bliyo jangan menjatuhkannya dengan joget gemoy dan dijadikan bahan tertawaan.",
Sun Jan 14 23:27:28 +0000 2024,@TeddGus @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd ga ada isi nya bg ted jejak digital tuh ga bsa d hapus,
Sun Jan 14 23:27:04 +0000 2024,@ruhutsitompul Saya Prabowo gibran Boss,positif
Sun Jan 14 23:26:50 +0000 2024,@Gus_Raharjo owhh berarti kalau dukung prabowo-gibran gak akan ada perubahan ya?,
Sun Jan 14 23:26:01 +0000 2024,"Prabowo dan Gibran, kami mendukungmu dalam misi mulia ini. #kodekita08 PilihPrabowoGibran02",positif
Sun Jan 14 23:25:57 +0000 2024,@Franken_blues Emang keren sih Prabowo-Gibran,positif
Sun Jan 14 23:25:02 +0000 2024,"@lilyaquina Alhamdulillah nyokap bokap udh 01 from the very beginning. Dulu setia sm Pak Prabowo (karena anti Jokowi), skrg mereka sadar kl Jokowi ada di blkg 02, pikiran nyokap sesimpel Pak Prabowo udh tua, nanti kl knp2 digantiin sm si Gibran, ih si Jokowi lg, amit2""""",
Sun Jan 14 23:22:28 +0000 2024,Kami yakin Prabowo and Gibran akan membawa perubahan positif dan kemajuan bagi bangsa ini. #kodekita08 PilihPrabowoGibran02,positif
Sun Jan 14 23:19:39 +0000 2024,"@prabowo dan @gibran_tweet , Gemoy and Samsul Semakin Di Hati ... https://t.co/4kHxDR5WNt",positif
Sun Jan 14 23:19:25 +0000 2024,Asal bukan @ganjarpranowo  Asal bukan @aniesbaswedan  Aku dan keluargaku pilih @prabowo  dan @gibran_tweet #PrabowoGibran2024  ✌️🇮🇩,
Sun Jan 14 23:18:51 +0000 2024,"Prabowo dan Gibran, kami doakan kesuksesan dalam setiap langkah. #kodekita08 PilihPrabowoGibran02",positif
Sun Jan 14 23:17:52 +0000 2024,Kami yakin Prabowo dan Gibran akan membawa Indonesia ke masa depan yang lebih cerah. #kodekita08 PilihPrabowoGibran02,positif
Sun Jan 14 23:16:13 +0000 2024,@yaniarsim @gibran_tweet @prabowo Bocah ML,negatif
Sun Jan 14 23:10:16 +0000 2024,@PartaiSocmed Terus maksud lo kalau Prabowo Gibran akan membuat wisata HARAM dan Judi merajalela gitu med ?   Gak bahaya ta ?,
Sun Jan 14 23:09:51 +0000 2024,@Projo_Pusat @budimuni98 @handoko2411 @RcyberProj0 @FALDA81 @gibran_tweet @prabowo @Cakrawala_nst @Gerindra Pake dana desa ya per orang 100 rb kaya di kab. Batubara Sumut. Apa itu cara yg terbaik bos. Rakyat jangan di suap duit haram negara akan hancur.,
Sun Jan 14 23:09:34 +0000 2024,"@yaniarsim @gibran_tweet @prabowo Target market nya anak SD SMP, mentok2 SMA.",
Sun Jan 14 23:09:27 +0000 2024,"@kompascom BAWASLU DAN MK longgar ke Prabowo-Gibran, tapi tajam ke paslon lain",
Sun Jan 14 23:08:58 +0000 2024,"Masih Mengira Prabowo Cuma Bisa Joget Gemoy?  Ketika hatters otak kosong menyamakan ondel2 dengan joget gemoy,mereka lupa jika #PrabowoGibran menyampaikan visi misinya sesuai dengan daya tangkap masyarakat, ketika bertemu rakyat kebanyakan lebih sering dengan joget gemoy… https://t.co/PUU9OBh4ZF",positif
Sun Jan 14 23:08:50 +0000 2024,@islah_bahrawi Pantesan makin kenceng nyanyi prabowo Gibran nya,
Sun Jan 14 23:08:31 +0000 2024,@Fahrihamzah Abang @Fahrihamzah saran Abang lebih menggaungkan program Mas gibran dan Pak Prabowo.  Karena jejak digital Abang dimana mana pedih Bang. Serius ini kalo Abang masih begini nambah nyungsep.,
Sun Jan 14 23:08:31 +0000 2024,@LudmillaKarina Sumut menangkan Prabowo Gibran,positif
Sun Jan 14 23:05:16 +0000 2024,"Listen up.  Kami hadir untuk Prabowo-Gibran 02.  Bukan karena dibayar, tapi karena misi keberlanjutan program Pak Jokowi. Kepemimpinan Prabowo-Gibran memang pas, tepat untuk Indonesia maju! Berkelanjutan, menambah ada yg dirasa kurang. Jadi jangan kambing-hitamkan Presiden   🤦🤪",positif
Sun Jan 14 23:05:06 +0000 2024,@yaniarsim @gibran_tweet @prabowo Tidak ada salahnya maen game. Tapi klo main game dirasa begitu menggoda di saat rakyat butuh solusi atas masalah² kehidupan yang begitu pelik maka ini pertanda belum matangnya mental kepemimpinan dalam dirinya.,negatif
Sun Jan 14 23:04:51 +0000 2024,"@budimandjatmiko @prabowo @gibran_tweet Nih denger, stop omon-omon @prabowo @gibran_tweet",
Sun Jan 14 23:04:43 +0000 2024,Relawan Amin berpindah ke Prabowo-Gibran usai menyaksikan debat capres yg digelar Minggu (7/1).  Sementara Relawan Sahabat Ganjar Pranowo (SGP) berpindah lantaran tdk dihargai keberadaannya   Yess. Semua akan Prabowo-Gibran pd akhirnya.  #PrabowoGibranIstimewa https://t.co/w20tstukZp,positif
Sun Jan 14 23:03:32 +0000 2024,@yaniarsim @gibran_tweet @prabowo Apkh dia merasa aman Smua bisa diatur sbb ayah ny msh presiden aktv,
Sun Jan 14 23:02:12 +0000 2024,No urut paslon presiden-wapres  1. Anies - Amin 2. Prabowo - Gibran 3. Ganjar - Mahfud 4. Madrid - 1 Barca,
Sun Jan 14 23:00:18 +0000 2024,TKN Bantah Ribuan Kades Beri Dukungan ke Prabowo-Gibran di GBK - CNN Indonesia https://t.co/lub2lxizoq #MenangSeputaran,
Sun Jan 14 23:00:18 +0000 2024,Airlangga yakin suara Prabowo-Gibran di NTT 65 persen – Pemilu 2024 https://t.co/ekUVWjqRw8,positif
Sun Jan 14 23:00:17 +0000 2024,TKN Bantah Ribuan Kades Beri Dukungan ke Prabowo-Gibran di GBK - CNN Indonesia https://t.co/7pB11MYXeM #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,
Sun Jan 14 23:00:17 +0000 2024,TKN Bantah Ribuan Kades Beri Dukungan ke Prabowo-Gibran di GBK - CNN Indonesia https://t.co/EmTNTo1DYX #MenangSeputaran,
Sun Jan 14 23:00:17 +0000 2024,TKN Bantah Ribuan Kades Beri Dukungan ke Prabowo-Gibran di GBK - CNN Indonesia https://t.co/Mrp5on4bLb #MenangSeputaran,
Sun Jan 14 23:00:17 +0000 2024,TKN Bantah Ribuan Kades Beri Dukungan ke Prabowo-Gibran di GBK - CNN Indonesia https://t.co/8I4okxngTG #MenangSeputaran,
Sun Jan 14 23:00:01 +0000 2024,"Airlangga Hartarto: Pemilu 2024 Hanya Ada Dua Angka, 2 Prabowo-Gibran dan 4 Partai Golkar  https://t.co/WV11oA1WAn",positif
Sun Jan 14 23:00:01 +0000 2024,@yaniarsim @gibran_tweet @prabowo Masalahnya banyak yg tetap milih karena semata2 dia masih muda. Padahal jalur ordal😩,
Sun Jan 14 22:59:48 +0000 2024,"DARURAT   . . . . . .   Hasto PDIP Ungkap Pj Kepala Daerah di Jateng-Jatim yang Tidak Berpihak Prabowo-Gibran Dicopot , lebih banyak detail : https://t.co/7pYMQrM9Zv",negatif
Sun Jan 14 22:59:36 +0000 2024,@dedirahimuddin @yaniarsim @gibran_tweet @prabowo Mabar lah,
Sun Jan 14 22:57:01 +0000 2024,"VIRALKAN👇  #AniesMuhaimin2024   Ingatkan &gt keluarga/teman dimanapun berada, utk pilpres 2024.  Jangan pilih Ganjar Mahfud/Prabowo Gibran.   Memilih Ganjar M/Prabowo G = Jokowi lanjut = tetap jadi boneka 9 naga taipan. https://t.co/VKEdiZpB0Y",
Sun Jan 14 22:56:34 +0000 2024,"Nah kan.. Kelompok Relawan Anies-Muhaimin dan Ganjar-Mahfud kompak beralih dukungan ke pasangan Prabowo-Gibran. Mereka beralih dukungan dgn berbagai alasan masing.  Magnet Prabowo-Gibran terlalu kuat sih, ga bakal kuat menahan pesonanya.😍 https://t.co/eeyi0TCdl5 https://t.co/MpWVKikvoL""",positif
Sun Jan 14 22:56:14 +0000 2024,"Netizen: Khofifah Resmi Dukung Prabowo Gibran, Warga NU Malah Jadi Tahu Alasannya Karena Tersandera Kasus.",positif
Sun Jan 14 22:54:34 +0000 2024,"Prabowo Cinta Rakyat Baliho Prabowo-Gibran Menjamur di Jatim, Pakar: Bukti Dukungan Rakyat Semakin Kuat - Radar Gresik - Radar Gresik https://t.co/ank0AYbNuv #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",positif
Sun Jan 14 22:54:20 +0000 2024,"@suaradotcom apaan si njing caper bgt eww, pokonya ges coblos yg gada prabowo nya. mas gibran sabar ya mas klo gajadi tahun ini hrs nyalon lagi 2029 semoga partner nya ridwan kamil jgn si wowo lgi masa iya wowo mau nyalon trs si 😽",
Sun Jan 14 22:51:28 +0000 2024,Sukses selalu untuk Prabowo dan Gibran!,positif
Sun Jan 14 22:47:05 +0000 2024,@yaniarsim @gibran_tweet @prabowo Tenang.. Ada Ayah saya yang sedang Kerja..Kerja..Kerja biar anaknya dapat Kerjaan 5 tahun kedepan 🤣🤣🤣,
Sun Jan 14 22:47:03 +0000 2024,"Prabowo dan Gibran, mari bersama memimpin Indonesia menuju masa depan yang lebih baik!",positif
Sun Jan 14 22:45:47 +0000 2024,@yaniarsim @vaughn92828361 @gibran_tweet @prabowo Yang muda (@gibran_tweet)  yang sakit jiwa. Apa nggak ada orang lain yg layak jadi cawapres?,
Sun Jan 14 22:45:31 +0000 2024,1.anies - cak imin 2.prabowo - gibran 3.ganjar - mahfud https://t.co/e9UjnCflzv - https://t.co/ipDdMe0WRF,
Sun Jan 14 22:44:36 +0000 2024,Komitmen Prabowo-Gibran untuk terus menaikkan pendapatan negara dengan meningkatkan Tax Ratio. Di saat yang sama efisiensi anggaran juga terus dilakukan dengan memastikan subsidi tepat sasaran @prabowo @gibran_tweet https://t.co/oPeMXACwa7,positif
