created_at,full_text,sentimen
Mon Jan 29 04:51:15 +0000 2024,"Saudara-saudara, hampir semua survei mengatakan kita sudah satu putaran, tapi kita tidak boleh lengah, kita tidak boleh santai,"" ucapnya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",
Mon Jan 29 04:51:15 +0000 2024,"Lebih jauh, Prabowo mengklaim, berdasarkan hasil survei pihaknya akan menang satu putaran dalam Pilpres 2024. Kendati begitu, dia menegaskan, tak akan lengah. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:51:14 +0000 2024,"Katanya bocah cilik, ora ngerti opo-opo, masih ingusan, sorry ye. Ternyata tiap kali beliau muncul di debat, eh kita naik terus,"" ucapnya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:51:14 +0000 2024,"Padahal, kata dia, performa Gibran saat debat membuat elektabilitas paslon terus meningkat. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:51:13 +0000 2024,"Dan anak muda kita Mas Gibran Rakabuming Raka, ucap Prabowo di hadapan pendukung. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:51:11 +0000 2024,"Kau lihat itu, tokoh-tokoh yang ada di koalisi kami. Pak Airlangga, Menko Perekonomian, berapa kali jadi menteri. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",
Mon Jan 29 04:51:11 +0000 2024,Prabowo awalnya menyebut tokoh-tokoh Koalisi Indonesia Maju merupakan yang terbaik. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:51:10 +0000 2024,Hal itu disampaikan Prabowo dalam sambutannya di acara kampanye akbar bertajuk #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,
Mon Jan 29 04:51:09 +0000 2024,"Gibran Rakabuming Raka, bocah ingusan. Dia menyebut Gibran justru membuat elektabilitas kian meningkat setiap debat. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:51:09 +0000 2024,"Capres nomor urut 2 Prabowo Subianto kembali menyinggung pihak yang sempat menyebut pasangan pilpresnya, #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",
Mon Jan 29 04:51:08 +0000 2024,"Prabowo: Gibran Katanya Bocah Ingusan, Ternyata Tiap Debat Kita Naik Terus #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran https://t.co/bJgtr4rGOf",positif
Mon Jan 29 04:50:46 +0000 2024,@BHauser Semoga Sukses untuk Pak Prabowo - Gibran dan menjaga suasana kampanye yang damai dan fokus pada visi - misi adalah langkah positif. Kampanye Damai Bareng02,positif
Mon Jan 29 04:50:14 +0000 2024,@are_inismyname @prabowo @gibran_tweet @seeksixsuck @zarryhendrik @99propaganda @kurawa @Reskiichsan8 @bengkeldodo @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Ndons_Back gegara jbatan sm duit,
Mon Jan 29 04:49:50 +0000 2024,"@AsyilaRiani Prabowo Subianto, bersama Hashim Djojohadikusumo, berdiskusi dengan Ketua KWI Mgr Antonius Subianto Bunjamin dan Uskup Agung Jakarta Kardinal Ignatius Suharyo. dekade08 Prabowo - Gibran",
Mon Jan 29 04:49:00 +0000 2024,@gibran_tweet Masih belum move on pak prabowo Dr 11/100 🥰,
Mon Jan 29 04:48:43 +0000 2024,"Prabowo Subianto Terima Dukungan Massa di Subang, Deklarasi Prabowo Gibran Dilangsungkan. #idncitizen #promedia https://t.co/B2ykERBHVe",positif
Mon Jan 29 04:48:36 +0000 2024,karena berkomitmen melanjutkan dan menyempurnakan program kesejahteraan yang dimulai di era Presiden Joko Widodo. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:48:36 +0000 2024,"Sementara, pengemudi bajaj asal Jakarta Utara bernama Muhamad Suhada mengatakan dirinya mendukung Prabowo-Gibran #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:48:35 +0000 2024,@Hegie_bae @SayurLodehBTW2 @prabowo @gibran_tweet Habis mbah.,
Mon Jan 29 04:48:35 +0000 2024,"pangkalan yang kiranya tidak diusir oleh pihak lain, termasuk Dishub dan Kepolisian, ujarnya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",
Mon Jan 29 04:48:35 +0000 2024,"Harapan kami para supir bajaj, minta keadilan dalam usaha. Kami juga minta fasilitas #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",
Mon Jan 29 04:48:34 +0000 2024,"Selain itu, Ajun juga mendorong agar pemerintahan Prabowo-Gibran memperbanyak fasilitas sarana shuttle bajaj di titik-titik yang diperbolehkan di Jakarta. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",
Mon Jan 29 04:48:34 +0000 2024,OIKN Bantah Klaim Boy Thohir Investor IKN Dukung Prabowo-Gibran - SINDOnews Ekbis https://t.co/Zdlz2VIU4l #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif
Mon Jan 29 04:48:34 +0000 2024,"Harapan saya mudah-mudahan Prabowo-Gibran harus menang dan memberikan keadilan bagi orang bawah,"" kata Ajun dalam keterangan tertulis, Minggu (28/1/2024). #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:48:33 +0000 2024,paslon nomor urut 2 itu mampu menghadirkan keadilan dan kesejahteraan untuk masyarakat Indonesia. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:48:33 +0000 2024,Seorang pengemudi bajaj bernama Ajun mengaku mendukung Prabowo-Gibran karena yakin #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:48:32 +0000 2024,Kedatangan mereka untuk menyampaikan dukungan kepada Calon Presiden dan Calon Wakil Presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka di Pilpres 2024. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:48:32 +0000 2024,"Rombongan pengemudi bajaj mendatangi kediaman Prabowo Subianto di Jalan Kertanegara IV, Kebayoran Baru, Jakarta Selatan. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",
Mon Jan 29 04:48:31 +0000 2024,"Deklarasi Dukungan, Rombongan Pengemudi Bajaj Datangi Kediaman Prabowo #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran https://t.co/127cBlKXHz",positif
Mon Jan 29 04:48:21 +0000 2024,"@AsyilaRiani Prabowo pastikan, rencana pendirian SMA Taruna Nusantara di Kalimantan akan terealisasi, kata sumber terpercaya. dekade08 Prabowo - Gibran""",
Mon Jan 29 04:47:54 +0000 2024,@Ndons_Back @prabowo @gibran_tweet @prabowogibran2 @bengkeldodo @Bank_Joee_ @BANGSAygSUJUD @are_inismyname @florieliciouss @P4P4B0W0_2024 @seeksixsuck Ada catatan sama hasil psikotesnya jaga https://t.co/d2gWjomSIN,
Mon Jan 29 04:47:41 +0000 2024,@rindubeneran indonesia siap mendukung prabowo gibran dalam memenangkan pilpres 2024 kita Satukan barisan Kampanye Damai Bareng02,positif
Mon Jan 29 04:47:39 +0000 2024,"@Arie_Kriting Susah ya bang mo dukung prabowo gibran dengan cara smooth, TETAP SAJA KETAHUAN 🤣🤣🤣 ☝️👍",
Mon Jan 29 04:47:33 +0000 2024,@AsyilaRiani Dewan Pimpinan Pusat Relawan Martabat resmi deklarasikan dukungan untuk pasangan Prabowo - Gibran. dekade08,positif
Mon Jan 29 04:47:08 +0000 2024,"Lebih jauh, Prabowo mengklaim, berdasarkan hasil survei pihaknya akan menang satu putaran dalam Pilpres 2024. Kendati begitu, dia menegaskan, tak akan lengah. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:47:07 +0000 2024,"Katanya bocah cilik, ora ngerti opo-opo, masih ingusan, sorry ye. Ternyata tiap kali beliau muncul di debat, eh kita naik terus,"" ucapnya. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:47:06 +0000 2024,"Padahal, kata dia, performa Gibran saat debat membuat elektabilitas paslon terus meningkat. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:47:06 +0000 2024,Prabowo menyinggung bahwa Gibran kerap kali dianggap hanya seorang bocah yang tidak mengerti apa-apa. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,
Mon Jan 29 04:47:05 +0000 2024,"Dan anak muda kita Mas Gibran Rakabuming Raka, ucap Prabowo di hadapan pendukung. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:47:05 +0000 2024,"Pak Zulhas saudara-saudara sekalian, Menteri Perdagangan, Ketua MPR berapa gudang pengalaman. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",
Mon Jan 29 04:47:04 +0000 2024,"Kau lihat itu, tokoh-tokoh yang ada di koalisi kami. Pak Airlangga, Menko Perekonomian, berapa kali jadi menteri. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran""",positif
Mon Jan 29 04:47:03 +0000 2024,Prabowo awalnya menyebut tokoh-tokoh Koalisi Indonesia Maju merupakan yang terbaik. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,positif
Mon Jan 29 04:47:02 +0000 2024,Hal itu disampaikan Prabowo dalam sambutannya di acara kampanye akbar bertajuk #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran,
Mon Jan 29 04:47:02 +0000 2024,"Gibran Rakabuming Raka, bocah ingusan. Dia menyebut Gibran justru membuat elektabilitas kian meningkat setiap debat. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",positif
Mon Jan 29 04:47:01 +0000 2024,"Capres nomor urut 2 Prabowo Subianto kembali menyinggung pihak yang sempat menyebut pasangan pilpresnya, #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran",
Mon Jan 29 04:47:00 +0000 2024,"Prabowo: Gibran Katanya Bocah Ingusan, Ternyata Tiap Debat Kita Naik Terus #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran https://t.co/QJHdqnwYQQ",positif
Mon Jan 29 04:46:24 +0000 2024,@Ndons_Back @prabowo @gibran_tweet @prabowogibran2 @bengkeldodo @Bank_Joee_ @BANGSAygSUJUD @are_inismyname @florieliciouss @P4P4B0W0_2024 @seeksixsuck Boong nya kelewatannnnnnn Knapa mesti lari ke Yordania... Boongnya kelewatan..  Mudah2an banyak yg menjadi pinter. Karena bajernya 02 kebanyakan asal omon2...  🤪🤟🤟🤟🤪,negatif
Sat Jan 27 23:59:13 +0000 2024,@are_inismyname @prabowo @gibran_tweet @seeksixsuck @kurawa @zarryhendrik @bengkeldodo @P4P4B0W0_2024 @Ndons_Back @99propaganda @florieliciouss @BANGSAygSUJUD @Bank_Joee_ Bu khofifah rumahnya sudah aman dr kpk bu?,
Sat Jan 27 23:59:00 +0000 2024,Kiprah Cen Sui Lan Membangun Hingga ke Pelosok Kepri #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/mWQYH5d9b2,
Sat Jan 27 23:58:59 +0000 2024,@NoviFajarWibawa @TeddGus @mohmahfudmd @ganjarpranowo Bener banget nih bener² di buat kecewa sama pasangan  prabowo gibran  padahal dulu saya sangat mendukungnya namun setelah melihat debat kemarin saya lebih memilih untuk mendukung pasangan GAMA,negatif
Sat Jan 27 23:58:50 +0000 2024,@RcyberProj0 @budimuni98 @Gerindra @gibran_tweet @prabowo @handoko2411 @Projo_Pusat @FALDA81 Tidak ada yg percaya..,
Sat Jan 27 23:58:18 +0000 2024,@RcyberProj0 @budimuni98 @Gerindra @gibran_tweet @prabowo @handoko2411 @Projo_Pusat @FALDA81 Amin aja dulu!,negatif
Sat Jan 27 23:58:14 +0000 2024,"@budimandjatmiko @prabowo @gibran_tweet Mahfud MD hanya shock aja dengan apa yg terjadi dlm debat, dia tdk siap mental kalah aja, efeknya ya itu, membangun isu dan opini ngelantur dech😝😝",positif
Sat Jan 27 23:57:53 +0000 2024,@adearmando61 Sangat sangat setuju bang Ade 👍👍 salam satu putaran utk P Prabowo Gibran ✌️✌️♥️♥️,positif
Sat Jan 27 23:57:47 +0000 2024,@jokowi @aniesbaswedan @mohmahfudmd @prabowo @gibran_tweet   Mau omon2 apa lagi ....,
Sat Jan 27 23:57:39 +0000 2024,@gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @PDI_Perjuangan @puanmaharani_ri @Lembayung071 @hurryKoRn @SinthaS5 Semangat Prabowo Gibran pasti menang 1 putaran,positif
Sat Jan 27 23:57:37 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @PDI_Perjuangan @puanmaharani_ri @ignasbowo @99propaganda @BungkusTukang Masih yakin pilih 02???,negatif
Sat Jan 27 23:57:35 +0000 2024,@03__nakula Segigih apapun anda berjuang pemenangnya tetap Prabowo Gibran,positif
Sat Jan 27 23:57:25 +0000 2024,@1HandeDelisii @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @PDI_Perjuangan @puanmaharani_ri @Franken_blues @ApriliaLin @Atikah2010 Saya pribadi berharap Prabowo dan Mas Gibran menang 1 putaran,positif
Sat Jan 27 23:57:22 +0000 2024,"@halleluhellyeah Bang, akuin aja napa, lu sbnrnya dukung prabowo nya doang kan? Gibran dengan segala kecurangan dan nepotisme nya pasti buat lu gak sreg kan? Moral compass lu lurus gua liat, pasti lu gk suka ngeliat kecurangan.",negatif
Sat Jan 27 23:57:13 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @PDI_Perjuangan @puanmaharani_ri @BANGSAygSUJUD @Ndons_Back @Lembayung071 Sekarang ga percaya lagi dengan survey. Bisa di bayar,positif
Sat Jan 27 23:57:09 +0000 2024,@ganjarpranowo @prabowo @gibran_tweet  cb dong se x x nginep di rmh warga...kita2 pengen tau nih..hehe,
