created_at,full_text,sentimen
Fri Dec 15 23:32:34 +0000 2023,Solidaritas yang Menguat: Tokoh dan Masyarakat Bersatu Mendukung Ganjar - Mahfud untuk Masa Depan yang Lebih Baik #GanjarMahfud https://t.co/cKA19k3JZf,
Fri Dec 15 23:32:18 +0000 2023,"Melalui program Pelatihan, Pemasaran, dan Permodalan ini harapannya dapat membuka banyak peluang bisnis baru dan pengembangan variasi dalam industri UMKM.  Optimis langkah  PPP bersama Ganjar-Mahfud ini dapat berkontribusi ciptakan 17 juta lapangan kerja. #GanjarMahfudSatset https://t.co/KFYIsGaGmj",
Fri Dec 15 23:32:12 +0000 2023,"@tvOneNews Indonesia tidak butuh Anies, Butuh yang pasti saja seperti Ganjar Mahfud",
Fri Dec 15 23:32:11 +0000 2023,@officialinews_ gaspoll Ganjar Mahfud 🥰,
Fri Dec 15 23:30:43 +0000 2023,Survey membuktikan bahwa  Cuma Ganjar Mahfud yang anti khianat,
Fri Dec 15 23:30:31 +0000 2023,"@YRadianto Tukang becak lewat bilang : ganjar korupsi ektp, dan jaman mahfud jd menteri, koruptor dihukum ringan, dan banyak kasus korupsi yg ga selesai......korupsi kemenkeu buktinya..kmn tu skrng...?????",
Fri Dec 15 23:30:30 +0000 2023,@liputan6dotcom Begitu ditakuti nya Pak Ganjar Mahfud oleh lawan nya😂,
Fri Dec 15 23:30:17 +0000 2023,@Melihat_Indo Salam tiga jari dari kalangan muda Garut Selatan bergerak serentak berdampak mewujudkan Indonesia berkeadilan bersama pasangan Ganjar Mahfud,
Fri Dec 15 23:28:45 +0000 2023,@Muhammad_Saewad Ganjar mahfud pst telak menang,
Fri Dec 15 23:28:12 +0000 2023,"@bengkeldodo Selamat ya, #Prabowo menang di survei di dumay. Pemenang yg di dunia nyata dan fakta yg sebenarnya adalah @ganjarmahfud.  #GanjarMahfudM3nang  #GanjarPresiden  #GanjarMahfudPilihanRakyat",
Fri Dec 15 23:28:10 +0000 2023,@Melihat_Indo Sebagai kalangan perempuan muda pemilih pemula semakin yakin dan optimis mewujudkan Indonesia berkeadilan bersama Ganjar Mahfud,
Fri Dec 15 23:26:45 +0000 2023,@liputan6dotcom Gass poll terus Ganjar Mahfud optimis bisa m3nang total 🔥🤟,
Fri Dec 15 23:26:07 +0000 2023,@ganjarpranowo Dari rekam jejak pak ganjar dan pak mahfud mereka sangat tegas dengan KKN,
Fri Dec 15 23:25:53 +0000 2023,Team team inti Ganjar Mahfud itu org² hebat di bidangnya msg² Kolaborasi serta kerja sama yg sgt epik antar semuanya  Tunggunen 2024!!! https://t.co/hIloTdUybv,
Fri Dec 15 23:25:20 +0000 2023,Pak Ganjar Pranowo Memang Luar Biasa!!  #GanjarMahfud #GanjarPresiden https://t.co/A2knw4bwl8,
Fri Dec 15 23:24:56 +0000 2023,Ganjar Mahfud mendapat Banyak Dukungan dari Masyarakat!!  #GanjarMahfud #GanjarPresiden https://t.co/yrWusSkeiM,
Fri Dec 15 23:24:24 +0000 2023,Ganjar Mahfud di Cintai oleh Masyarakat!!  #GanjarMahfud #GanjarPresiden https://t.co/43vwgnCwS5,
Fri Dec 15 23:24:15 +0000 2023,@kompascom Bismillah Ganjar-Mahfud M3nang 🤟🏼,
Fri Dec 15 23:24:15 +0000 2023,@ganjarpranowo Maju terus bersama PK Ganjar Mahfud demi Indonesia emas gaspol,
Fri Dec 15 23:23:50 +0000 2023,@Gus_Raharjo Sebagai kalangan perempuan muda pemilih pemula jd semakin semangat untuk memenangkan pasangan Ganjar Mahfud,
Fri Dec 15 23:23:29 +0000 2023,@ganjarpranowo Tidak asing lagi itu pak melamar kerja diminta uang dengan kepemimpinan Ganjar Mahfud bisa di berantas dengan baik,
Fri Dec 15 23:23:00 +0000 2023,Ganjar-Mahfud Tawarkan Program KTP Sakti https://t.co/4DzEsX1xZS . ',
Fri Dec 15 23:20:41 +0000 2023,"@Gus_Raharjo Jadi semakin Yakin dan optimis bersama pasangan Ganjar Mahfud isu HAM akan segera tuntas, Gassppoll",
Fri Dec 15 23:20:32 +0000 2023,@cagubnyinyir2 @Ganjar_Mahfud_3 @mas_alku @ferrybckup21 @bengkeldodo PRAGIB pasti menang 😊✌️🇮🇩✌️,
Fri Dec 15 23:20:30 +0000 2023,@ganjarpranowo Benar sekali Pak Ganjar ini tidak boleh di biarkan semoga Pak Ganjar dan Pak Mahfud yang terpilih sebagai Pemimpin bangsa ini agar semua yang telah rusak ini secara di perbaiki !,
Fri Dec 15 23:18:57 +0000 2023,@kumparan Yakin pasti menang pak Ganjar mahfud,
Fri Dec 15 23:18:41 +0000 2023,@Melihat_Indo Bersma rakyat pak ganjar dan pak mahfud pasti menang,
Fri Dec 15 23:18:34 +0000 2023,@kumparan Optimis Dukung menangkan Ganjar Mahfud kawall sampai menang totall ✊🤟,
Fri Dec 15 23:17:04 +0000 2023,@SINDOnews Bismillah yok kawal Ganjar Mahfud 🤟,
Fri Dec 15 23:16:52 +0000 2023,@Gus_Raharjo Mari kita bergerak serentak berdampak mewujudkan Indonesia berkeadilan bersama pasangan Ganjar Mahfud. Isu HAM tuntas,
Fri Dec 15 23:16:48 +0000 2023,"@Melihat_Indo Bismillah semoga pak ganjar mahfud pasti menang, berdiri bersama rakyat",
Fri Dec 15 23:16:31 +0000 2023,Haris Pertama Tegaskan Hanya Ganjar – Mahfud yang Bisa Tumpas Korupsi  https://t.co/dYWL76RgwR,
Fri Dec 15 23:16:01 +0000 2023,@Gus_Raharjo kaget banget cuy baru jadi capres udah gitu🥲 semoga presidenn RI satu Pak Ganjar - Mahfud yang lebih punya budi pekerti dan tatakrama yg baik,
Fri Dec 15 23:16:00 +0000 2023,@adearmando61 Ketika Mahfud MD jadi ketua kemenangan Prabowo....tapi saya milih Ganjar Pranowo bukan Mahfud MD....gak masalah kok..,
Fri Dec 15 23:15:54 +0000 2023,@Gus_Raharjo @PDI_Perjuangan Fokus untuk dukung Ganjar Mahfud. Pak Gemoi biarkan menikmati masa tuanya dengan tenang dan damai tanpa direpotkan urusan negara,
Fri Dec 15 23:15:52 +0000 2023,@ganjarpranowo Pak ganjar dari dulu terkenal tegas dalam mengatasi koruptor KKN apalagi pak mahfud,
Fri Dec 15 23:15:30 +0000 2023,Pak Ganjar Mahfud sangat peduli dengan rakyat #KerjaB3rsamaGanjar https://t.co/eeWx4jgal5,
Fri Dec 15 23:15:04 +0000 2023,@liputan6dotcom Semangat selalu pak. Semoga sehat. Ganjar Mahfud ttap pilihan yang terbaik🔥,
Fri Dec 15 23:13:11 +0000 2023,"@Melihat_Indo Tetap semangat berjuang bersama rakyat pak,kami akan selalu mendukung mu pak Ganjar Mahfud",
Fri Dec 15 23:13:06 +0000 2023,"@Gus_Raharjo Semoga bersama pasangan Ganjar Mahfud isu HAM tuntas, sat set tas tes",
Fri Dec 15 23:11:09 +0000 2023,@ganjarpranowo Karena itu Ganjar Pranowo dan Mahfud MD hadir sebagai Pemimpin selanjut nya yang akan merubah segala tindak kecurangan maupun sistem yang tidak baik akan segera diperbaiki Korupsi Kolusi dan Nepotisme adalah musuh kita bersama.,
Fri Dec 15 23:11:04 +0000 2023,"@Gus_Raharjo Ingkar janji nih jadinya, optimis pak Ganjar Mahfud ahlinya menyelesaikan konflik ini",
Fri Dec 15 23:10:42 +0000 2023,@EPras92_ @ganjarpranowo @Joker_Wedoks @Bambangmulyonoo @Ganjar_Mahfud_3 @marwahnegeri @kakehan_gludug @Paltiwest @PartBurungGalak @Pradaprasetya21 @Ganjar_Mahfud03 Semoga sukses dg doa byk kyai,
Fri Dec 15 23:10:31 +0000 2023,pokoknya kalau ganjar mahfud tinggi itu baru survei jujur,
Fri Dec 15 23:09:51 +0000 2023,@tvOneNews All in for Ganjar Mahfud,
Fri Dec 15 23:09:49 +0000 2023,Ganjar-Mahfud siap memberikan solusi pekerjaan #KerjaB3rsamaGanjar https://t.co/U0j9tqmq6i,
Fri Dec 15 23:09:35 +0000 2023,"@liputan6dotcom Semoga selalu dilancarkan visii misinya bapak ganjar mahfud ,dukung dampingi sampai menang",
Fri Dec 15 23:09:31 +0000 2023,@KakekHalal Hidup pak ganjar  mahfud 🤟🤟🤟,
Fri Dec 15 23:08:22 +0000 2023,Ganjar mahfud  Presiden Indonesia,
Fri Dec 15 23:08:17 +0000 2023,"Jawaban paling logis dan sudah/bisa diaplikasikan setelah terpilihnya nanti adalah jawaban dari pasangan 03, GanjarMahfud. #GasssGanjarMahfud https://t.co/H4cofnIub8",
Fri Dec 15 23:08:15 +0000 2023,Ganjar Mahfud jauh lebih unggul !! https://t.co/L3IMqEIRcM,
Fri Dec 15 23:07:48 +0000 2023,@chambachtiar @Paltiwest Salah bli Gini tepatnya Anies + Muhaimin + yang terpikat vs Prabowo + Gibran + penjilat + oportunis vs Ganjar + Mahfud + gerbong reformis '98  🔥🔥🔥,
Fri Dec 15 23:07:41 +0000 2023,@Melihat_Indo Saya berharap rakyat Indonesia bersatu untuk mendukung Indonesia lebih maju dan berkembang bersama Ganjar Mahfud,
Fri Dec 15 23:06:54 +0000 2023,"@Gus_Raharjo Semoga pak Ganjar Mahfud menjadi pemimpin selanjutnya,agar bisa membereskan semua masalah ini",
Fri Dec 15 23:06:50 +0000 2023,@ganjarpranowo Saya yakin pak ganjar dan pak mahfud bisa mengatasi masalah KKN,
Fri Dec 15 23:06:48 +0000 2023,Ganjar Mahfud lebih unggul !! https://t.co/wAzFPmyf1a,
Fri Dec 15 23:06:00 +0000 2023,Program Ganjar-Mahfud Wujudkan Kerja Mudah dan Harga Murah #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik  https://t.co/uVPLeVpoxn,
Fri Dec 15 23:05:21 +0000 2023,"@Dennysiregar7 Aduh jangan sampai deh orde baru terulang lagi, semangat dukung Ganjar Mahfud",
Fri Dec 15 23:02:50 +0000 2023,@ganjarpranowo Betul bnget kalau mau masuk kerja itu hrs bayar apalagi kalau usia udah tua tolong di tindak pak Ganjar Mahfud keren,
Fri Dec 15 23:01:20 +0000 2023,@Melihat_Indo Rakya bersama ganjar mahfud gaspol menuju kemenangan,
Fri Dec 15 23:00:28 +0000 2023,@Melihat_Indo Menuju Indonesia unggul bersama pam ganjar dan pak Mahfud,
Fri Dec 15 23:00:28 +0000 2023,@KataNadiaaa Dukung Ganjar Mahfud satu putaran untuk Indonesia,
Fri Dec 15 23:00:14 +0000 2023,@VIVAcoid Makanya kita harus pilih Ganjar Mahfud.. Kali ini wowo benar statemennya..,
Fri Dec 15 22:59:53 +0000 2023,"@detikcom semoga silaturahmi nya selalu terjaga dan semoga mendapatkan keberkahan, all in Ganjar Mahfud",
Fri Dec 15 22:59:14 +0000 2023,Program KTP sakti Ganjar Mahfud satu kartu terpadu untuk bantuan langsung yang lebih tepat sasaran https://t.co/dG3O4rwO7c,
Fri Dec 15 22:59:13 +0000 2023,"@Gus_Raharjo Dah besar harusnya harus tau aturan , Ganjar mahfud yes",
Fri Dec 15 22:58:52 +0000 2023,@Gus_Raharjo Semoga pak Ganjar Mahfud nanti mampu membereskan semua masalah ini,
Fri Dec 15 22:58:09 +0000 2023,"Kira kira kalau pemilihan pilpres dilaksanakan hari ini,,, Siapakah yang akan Anda pilih...???  Ketikkan angka di kolom jawaban...!!!  1.Anies-Imin... 2.Prabowo-Gibran... 3.Ganjar-Mahfud...",
Fri Dec 15 22:56:48 +0000 2023,@s4_mijo @ganjarpranowo Kompak terus pendukung Ganjar Mahfud 💪,
Fri Dec 15 22:56:35 +0000 2023,Program Ganjar Mahfud agar semua bisa kerja #KerjaB3rsamaGanjar https://t.co/mtmhvw0xtq,
Fri Dec 15 22:56:18 +0000 2023,"@Gus_Raharjo Ini lah ya,kekurangannya dari pendukung Ganjar hobby sekali nguliti Paslon lain. Focus aja dengan Paslon usungan kita Ganjar Mahfud",
Fri Dec 15 22:54:45 +0000 2023,"@liputan6dotcom Ganjar Mahfud luar biasa, Ganjar Mahfud istim3wa 🤟",
Fri Dec 15 22:54:21 +0000 2023,@liputan6dotcom Mantap sukses dan sehat selalu buat pak Ganjar dan Mahfud 🤟 semangat dalam memajukan Indonesia supaya lebih baik lagi,
Fri Dec 15 22:54:11 +0000 2023,Ganjar-Mahfud kasih solusi nyata untuk 17 juta lapangan pekerjaan baru #K3rjaB3rsamaGanjar https://t.co/X959LVw8mr,
Fri Dec 15 22:54:10 +0000 2023,"@triwul82 M3NANGKAN Ganjar Mahfud, 🤟",
Fri Dec 15 22:53:41 +0000 2023,@ganjarpranowo Tetap semangat dukung Ganjar Mahfud M3nang pilihan rakyat Indonesia,
Fri Dec 15 22:53:31 +0000 2023,@kumparan @a_astriana Sukses terus pak ganjar mahfud bismillah menang,
Fri Dec 15 22:52:49 +0000 2023,"@Gus_Raharjo @PDI_Perjuangan Politik itu bukan hanya digerakkan oleh alam pikir belaka tapi juga digerakkan dengan hati, dan hati Ini tertuju pada rekam jejak yang jelas Ganjar Pranowo dan Mahfud MD..",
Fri Dec 15 22:52:26 +0000 2023,"@Gus_Raharjo Janji tinggal janji, tapi gak juga terselesaikan. Semoga dikepemimpinan lak Ganjar Mahfud bisa segera usut tuntas perkara ini",
Fri Dec 15 22:52:08 +0000 2023,"@quintta1217 Selamat pagi, salam sehat &amp  penuh semangat Ganjar-Mahfud tetap dihati, selamat berakhir pekan",
Fri Dec 15 22:52:08 +0000 2023,TPN Ganjar Makin Optimistis setelah Pak Mahfud Kunjungi Ciamis #Ganjar-Mahfud https://t.co/UJsOzGTU1T,
Fri Dec 15 22:52:06 +0000 2023,@liputan6dotcom Mantap sukses dan sehat selalu buat pak Ganjar dan Mahfud 🤟 semangat dalam memajukan Indonesia agar lebih baik lagi,
Fri Dec 15 22:51:54 +0000 2023,"@Melihat_Indo Benar ...rakyat sekarang sudah pintar dan cerdas untuk memilih mana pemimpin yang baik dan mana yang https://t.co/2hKZF4FwhZ , pilihanku Pak Ganjar Mahfud dong",
Fri Dec 15 22:50:24 +0000 2023,@SniperDroen_ @AdianNapitupul1 Semakin sehat bang Adian Napitupulu..yuk semangat menangkan Ganjar Mahfud. Salam metal Menang Total 🤟🤟🤟🇮🇩,
Fri Dec 15 22:48:52 +0000 2023,Srimulat dukung Ganjar - Mahfud https://t.co/XccCT8cml6,
Fri Dec 15 22:46:25 +0000 2023,"Capres 2024 Ganjar Pranowo menemui kader dan relawan pendukung Ganjar-Mahfud di Banten. dalam koordinasinya Ganjar meminta kader dan relawan untuk memeluk rakyat dan berpesan untuk selalu berpihak dengan rakyat karena rakyat saat ini sudah cerdas dan paham.  Waktu kita tinggal… https://t.co/z0FBQcCaFA""",
Fri Dec 15 22:45:05 +0000 2023,@seruanhl @Aryprasetyo85 @selfmirror_ @BiLLRaY2019 @007koteka @denni_sauya @03__nakula mantap ayo maju terus Ganjar Mahfud bersama rakyat #KerjaB3rsamaGanjar,
Fri Dec 15 22:44:18 +0000 2023,@seruanhl @Aryprasetyo85 @selfmirror_ @BiLLRaY2019 @007koteka @denni_sauya @03__nakula ayo maju terus Ganjar Mahfud menuju kemenangan #KerjaB3rsamaGanjar,
Fri Dec 15 22:44:02 +0000 2023,mendukung sekali gagasan Ganjar Mahfud ini #KerjaB3rsamaGanjar https://t.co/yIHnQPInyn,
Fri Dec 15 22:43:43 +0000 2023,@ganjarpranowo Semoga bersama pak Ganjar Mahfud Indonesia bebas dari korupsi kolasi dan nepotisme,
Fri Dec 15 22:43:31 +0000 2023,@seruanhl @Aryprasetyo85 @selfmirror_ @BiLLRaY2019 @007koteka @denni_sauya @03__nakula semangat selalu Ganjar Mahfud menang #KerjaB3rsamaGanjar,
Fri Dec 15 22:43:14 +0000 2023,"@ganjarpranowo Pak Ganjar adalah pemimpin yang merakyat dan sangat peduli dengan suara akar rumput, semoga Ganjar-Mahfud akan terpilih menjadi pemimpin bangsa ini, supaya negara ini maju dan sejahtera, praktek KKN bisa diberantas hingga akar-akarnya",
